scopus_source_id,print_issn,real _frequency,journal_website,e_issn,real_review_time
27856,63835,Quarterly,http://www.springerlink.com/content/109418/,15729125,
27865,14778424,,,,
27871,15320626,Semi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-0634,15320634,
27959,160032,Monthly,https://www.journals.elsevier.com/journal-of-the-franklin-institute,18792693,
28535,283045,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0037,10970037,
28587,8998205,,,,
28888,2673649,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/422550/description#description,,
28916,15407993,Bi-monthly,http://www.computer.org/portal/web/computingnow/securityandprivacy,15584046,
28931,0926227X,Bi-monthly,http://www.iospress.nl/journal/journal-of-computer-security/,18758924,
2900147403,15734277,Quarterly,http://www.journals.elsevier.com/optical-switching-and-networking/#description,18729770,
29089,1387974X,Bi-monthly,http://www.springerlink.com/content/103282/,15728188,
30286,10183639,,,,
3200147819,15741192,Bi-monthly,http://www.journals.elsevier.com/pervasive-and-mobile-computing/#description,18731589,
4000149002,15566013,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=10206,15566021,
4000151805,15672190,Quarterly,http://www.nowpublishers.com/CIT,15672328,
4700151736,15431649,Bi-monthly,http://www.dl.begellhouse.com/journals/61fd1b191cf7e96f.html,19404352,
4700151918,15516857,Quarterly,http://tomccap.acm.org/,15516865,
4700152506,13859587,Tri-annual,https://link.springer.com/journal/11066,15737071,
4700152794,1554057X,Quarterly,http://www.nowpublishers.com/NET,15540588,
4700152843,15504859,Quarterly,http://tosn.acm.org/,15504867,
4700153604,10058885,,,,
4700153605,1000436X,,,,
4800154012,12292370,Bi-monthly,http://eng.kicsjournals.or.kr/html/?pmode=About,19765541,
4900152206,15320936,Quarterly,https://dl.acm.org/citation.cfm?id=J219,,
4900153220,15526283,Quarterly,http://www.igi-global.com/gateway/journal/1092,15526291,
5100155008,15514897,,,15558037,
51658,13483447,,,,
5400152640,17518709,Bi-monthly,http://digital-library.theiet.org/IET-IFS,17518717,
54666,14709503,,,17415225,
5800173381,15501329,,,15501477,
5800179613,17438225,Monthly,http://www.inderscience.com/ijahuc,17438233,
5800179618,17438209,Quarterly,http://www.inderscience.com/ijipt,17438217,
5800207369,15591131,Quarterly,http://tweb.acm.org/,1559114X,
6700153282,17411106,Quarterly,http://www.inderscience.com/ijwgs,17411114,
6700153285,17442869,,,17442850,
7200153156,19324537,Quarterly,http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4275028,,
800147111,15707873,Quarterly,http://www.springerlink.com/content/111140/,15729184,
101377,10623701,Bi-monthly,http://ist.publisher.ingentaconnect.com/content/ist/jist,19433522,
10900153330,17517575,Monthly,http://www.tandfonline.com/loi/teis20,17517583,
11200153523,17500591,,,17500605,
11200153571,11769343,Quarterly,https://journals.sagepub.com/home/evb,,8 weeks
11300153734,19328184,Quarterly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4267003,19379234,
11400153310,13675567,Bi-monthly,http://www.tandfonline.com/loi/cjol20,1469848X,
11800154542,18419836,Bi-monthly,http://univagora.ro/jour/index.php/ijccc,18419844,25 weeks
12000154321,15483673,Quarterly,http://www.igi-global.com/gateway/journal/1090,15483681,
12000154349,15501876,Quarterly,http://www.igi-global.com/gateway/journal/1082,15501337,
12000154350,15480666,Quarterly,http://www.igi-global.com/gateway/journal/1083,15480658,
12100154405,19391412,Quarterly,http://www.computer.org/portal/web/toh,23294051,
12100154510,15481115,Quarterly,http://www.igi-global.com/gateway/journal/1086,15481123,
12100154806,15481131,Quarterly,https://www.igi-global.com/gateway/journal/1088,1548114X,
12170,3327353,Quarterly,http://www.mic-journal.no/,18901328,10 weeks
12188,10468781,Quarterly,http://journals.sagepub.com/home/sag,1552826X,
12342,207179,Monthly,http://www.tandfonline.com/loi/tcon20,13665820,
12360,3081079,Bi-monthly,http://www.tandfonline.com/loi/ggen20,15635104,
12367,0031868X,Quarterly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-9730,14779730,
12400154710,14076160,Quarterly,http://www.degruyter.com/view/j/ttj,14076179,35 weeks
12400154717,10096744,,,,
12402,2767783,Quarterly,http://www.misq.org/,,
12409,9236082,Quarterly,http://www.springerlink.com/content/100319/,15730824,
12424,17415977,Bi-monthly,http://www.tandfonline.com/loi/gipe20,17415985,
12443,9226443,Bi-monthly,http://www.springerlink.com/content/100334/,15731383,
12600154783,15561801,Quarterly,https://www.aimsciences.org/journal/1556-1801,1556181X,
12689,3064573,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/244/description#description,18735371,
12763,2675730,Monthly,http://www.inderscience.com/ijtm,17415276,
12914,10006788,,,,
12984,9328092,Annual,http://www.springerlink.com/content/100522/,14321769,
12991,3990559,Annual,https://www.rairo-ro.org/,12903868,
130012,3772063,Bi-monthly,http://www.tandfonline.com/loi/tijr20,0974780X,
130080,15499596,Monthly,https://pubs.acs.org/loi/jcisd8,1549960X,
130090,15392937,Quarterly,https://www.igi-global.com/gateway/journal/1076,15392929,
13012,9883754,Annual,https://www.rairo-ita.org/,1290385X,
130132,9593845,Quarterly,http://www.emeraldinsight.com/loi/itp,17585813,
130138,14332833,Quarterly,http://www.springerlink.com/content/1433-2833,14332825,
13191,219991,Semi-monthly,http://www.journals.elsevier.com/journal-of-computational-physics/#description,10902716,
13196,14684349,Bi-monthly,http://www.inderscience.com/pcfd,17415233,
13300154706,15369323,Monthly,https://aisel.aisnet.org/jais/,15583457,
13579,13845810,Bi-monthly,http://www.springerlink.com/content/100254/,1573756X,
13608,1004731X,,,,
13799,329460,Quarterly,http://www.springerlink.com/content/0032-9460/,16083253,
14000156125,19345275,Annual,http://www.nflrc.hawaii.edu/ldc/,,20 weeks
14100154713,1741847X,Quarterly,http://www.inderscienceonline.com/loi/ijguc,17418488,
14363,3155986,Quarterly,https://www.tandfonline.com/action/journalInformation?journalCode=tinf20,19160615,
14388,200190,Monthly,http://www.journals.elsevier.com/information-processing-letters/#description,18726119,
14411,14614111,,,17415179,
14414,9591524,Monthly,http://www.journals.elsevier.com/journal-of-process-control/#description,18732771,
144698,17264529,Quarterly,http://www.daaam.com/,19968566,
144747,9588221,Bi-monthly,http://www.tandfonline.com/loi/ncal20,17443210,
144749,17298806,,,17298814,
144889,15472450,Quarterly,http://www.tandfonline.com/loi/gits20,15472442,
144912,15513203,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=9424,19410050,
144980,15403459,Quarterly,http://www.siam.org/journals/mms.php,15403467,
144988,17689791,,,,
14500154706,14690268,Quarterly,http://www.worldscientific.com/worldscinet/ijcia,17575885,
14500154739,14727978,Quarterly,http://www.iospress.nl/journal/journal-of-computational-methods-in-sciences-and-engineering/,18758983,
145035,1720898X,,,,
145041,1706012,,,,
145056,15393100,Quarterly,http://www.igi-global.com/gateway/journal/1078,15393119,
14523,13845640,Bi-monthly,http://www.springerlink.com/content/100318/,1573272X,
145256,8169020,,,,
145523,14355558,Quarterly,http://www.springerlink.com/content/1435-5558/,14355566,
145681,10494820,Bi-monthly,http://www.tandfonline.com/loi/nile20,17445191,
145743,1093023X,,,,
14789,2681102,Quarterly,http://www.tandfonline.com/toc/titd20/current,15540170,
15026,9555986,Bi-monthly,http://www.journals.elsevier.com/flow-measurement-and-instrumentation/#description,18736998,
15057,15674223,Bi-monthly,http://www.journals.elsevier.com/electronic-commerce-research-and-applications/#description,18737846,
15069,1722190,Quarterly,http://www.sciencedirect.com/science/journal/01722190,1874690X,
15072,14006529,,,14036835,
15107,189448,Monthly,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=18,15579654,
15134,200255,Fortnightly,http://www.journals.elsevier.com/information-sciences/#description,18726291,
15135,1675265,,,,
15386,14684527,Bi-monthly,http://www.emeraldinsight.com/loi/oir,14684535,
15420,2640473,Bi-monthly,http://www.emeraldinsight.com/loi/el,1758616X,
15442,10580530,Quarterly,http://www.informaworld.com/smpp/title~content=t768221794~db=all,19348703,
15464,1536125X,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7729,19410085,
15484,1206212X,,,,
15489,0219581X,Bi-monthly,http://www.worldscientific.com/worldscinet/ijn,17935350,
15492,15462234,Quarterly,http://www.igi-global.com/gateway/journal/1071,15465012,
15629,2188430,Quarterly,http://www.worldscinet.com/ijcis/ijcis.shtml,17936365,
15700,7421222,Quarterly,http://www.tandfonline.com/loi/mmis20,1557928X,
16040,10053026,,,,
16211,15209210,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6046,19410077,
16215,9615539,Bi-monthly,http://www.emeraldinsight.com/journal/hff,17586585,
16319,15361241,Quarterly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7728,15582639,
16733,2780062,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=42,1558254X,
16900154710,19321872,Bi-monthly,http://www3.interscience.wiley.com/journal/112701062/home,19321872,
16965,10967516,Quarterly,http://www.journals.elsevier.com/the-internet-and-higher-education/#description,18735525,
17223,8971889,Bi-monthly,http://www.springerlink.com/content/109379/,1618727X,
17249,1636804,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=35,15581896,
17294,0011748X,Bi-monthly,http://publications.drdo.gov.in/ojs/index.php/dsj/index,0976464X,
17300154968,11779322,Annual,https://journals.sagepub.com/home/bbi,,8 weeks
17300154971,18745482,Quarterly,http://www.journals.elsevier.com/international-journal-of-critical-infrastructure-protection/#description,22122087,
17300154988,17560381,Annual,http://www.biodatamining.org/,,23 weeks
17339,189286,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=9,15582523,
17362,10414347,Monthly,http://www.computer.org/portal/web/tkde,15582191,
17600155113,9729038,,,,
17600155133,17418887,,,,
17700155303,17558301,Quarterly,http://www.inderscienceonline.com/loi/ijbm,1755831X,
17700155710,17533465,,,17533473,
17700155804,18266223,Tri-annual,http://www.je-lks.org/,19718829,12 weeks
17700156776,14666642,,,17418070,
17929,14712105,Annual,http://www.biomedcentral.com/bmcbioinformatics/,,19 weeks
17945,13674803,Semi-monthly,http://bioinformatics.oxfordjournals.org/,13674811,
17954,10255842,Semi-monthly,http://www.tandfonline.com/loi/gcmb20,14768259,
17957,104825,Monthly,http://www.journals.elsevier.com/computers-in-biology-and-medicine/,18790534,
17963,989886,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-007X,1097007X,
17979,1400118,Monthly,http://www.springerlink.com/content/119997/,17410444,
18003,1691864,Semi-monthly,http://www.tandfonline.com/toc/tadr20/current,15685535,
18027,10709932,Quarterly,http://www.ieee.org/,1558223X,
18047,0143991X,Bi-monthly,http://www.emeraldinsight.com/loi/ir,17585791,
18078,2635747,Monthly,http://journals.cambridge.org/action/displayJournal?jid=ROB,14698668,
18079,9218890,Monthly,http://www.journals.elsevier.com/robotics-and-autonomous-systems/#description,1872793X,
18080,7365845,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/704/description#description,18792537,
18093,11343060,Quarterly,http://www.springerlink.com/content/120575/,18861784,
18100156704,13600869,,,13646885,
18144,10939687,Monthly,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667,14678667,
18145,104485,Monthly,http://www.journals.elsevier.com/computer-aided-design/#description,18792685,
18158,457825,Monthly,http://www.elsevier.com/locate/cma,18792138,
18163,0266352X,Bi-monthly,http://www.journals.elsevier.com/computers-and-geotechnics/#description,18737633,
18171,457949,Monthly,http://www.journals.elsevier.com/computers-and-structures/,18792243,
18174,9670661,Bi-monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/123/description#description,18736939,
18184,2644401,Bi-monthly,http://www.emeraldinsight.com/loi/ec,17587077,
18186,1770667,Quarterly,http://www.springerlink.com/content/102820/,14355663,
18197,10692509,Quarterly,https://www.iospress.nl/journal/integrated-computer-aided-engineering/,18758835,
18198,0951192X,Monthly,http://www.tandfonline.com/loi/tcim20,13623052,
18200,8943370,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1204,10991204,
18201,10964290,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-047X,1099047X,
18202,16871472,Annual,https://jwcn-eurasipjournals.springeropen.com/,16871499,13 weeks
18232,10836101,Bi-monthly,https://academic.oup.com/jcmc,,
18300156719,19401493,Quarterly,http://www.tandfonline.com/loi/tbps20,19401507,
18300156720,19391390,Quarterly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5117645,19411197,
18300156728,19391374,Quarterly,http://www.computer.org/portal/web/tsc,,
18378,15249050,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6979,15580016,
18534,2712091,Fortnightly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0363,10970363,
18643,8873801,Bi-monthly,https://ascelibrary.org/journal/jccee5,19435487,
18644,1741038X,Bi-monthly,http://www.emeraldinsight.com/journal/jmtm,17587786,
18658,9537287,Bi-monthly,http://www.tandfonline.com/loi/tppc20,13665871,
18661,1615147X,Monthly,http://www.springerlink.com/content/102504/,16151488,
18662,10844309,Bi-monthly,http://todaes.acm.org/,15577309,
18700156728,14710242,,,17418208,
18732,9505849,Monthly,http://www.journals.elsevier.com/information-and-software-technology/#description,18736025,
18800,13426907,,,,
18874,7356331,Bi-monthly,http://jec.sagepub.com/,15414140,
18895,1976729,Annual,https://www.hindawi.com/journals/jat/,20423195,20 weeks
18896,10897798,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4234,15582558,
18916,8944393,Bi-monthly,http://ssc.sagepub.com/,15528286,
18933,15361276,Monthly,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7693,15582248,
18935,15361284,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7742,15580687,
18947,9241868,Tri-annual,http://www.springerlink.com/content/100343/,15731391,
18997,10468188,Quarterly,http://tois.acm.org/,15582868,
19053,9277099,Bi-monthly,http://www.springerlink.com/content/100248/,15729974,
19113,10834435,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=3516,1941014X,
19124,2570130,Monthly,http://www.springerlink.com/content/101752/,15729443,
19170,2635577,Monthly,http://www.emeraldinsight.com/loi/imds,17585783,
19200156938,17506166,Quarterly,http://www.emeraldinsight.com/loi/tg,17506174,
19266,9528091,Bi-monthly,http://www.inderscienceonline.com/loi/ijcat,17415047,
19400157014,15564673,Quarterly,http://jocch.acm.org/,15564711,
19400157135,17438268,,,17438276,
19400157202,15481093,,,15481107,
19400158481,19322909,Quarterly,http://www.tandfonline.com/loi/wjwl20,19322917,
19400158510,1865035X,,,,
19400158515,18669956,Quarterly,http://www.springerlink.com/content/1866-9956,18669964,
19420,10447318,Monthly,http://www.tandfonline.com/loi/hihc20,15327590,
19513,10557148,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1190,10991190,
19600157322,17582946,Annual,https://jcheminf.biomedcentral.com/,,14 weeks
19600157911,10196781,Quarterly,http://www.springerlink.com/content/1019-6781,14228890,
19600161802,17560756,Quarterly,http://www.inderscience.com/ijcbdd,17560764,
19600166316,18674828,Annual,http://www.jisajournal.com/,18690238,13 weeks
19699,14606720,Bi-monthly,http://www.inderscience.com/jhome.php?jcode=ijstm,1741525X,
19700167026,19391382,Quarterly,http://www.computer.org/portal/web/tlt,,
19700173012,13557718,Tri-annual,http://journals.cambridge.org/action/displayJournal?jid=OSO,14698153,
19700174611,1392124X,Semi-annual,http://itc.ktu.lt/index.php/ITC,2335884X,
19700174653,1574017X,Annual,https://www.hindawi.com/journals/misy/,1875905X,48 weeks
19700174894,11776250,Annual,http://insights.sagepub.com/journal-gene-regulation-and-systems-biology-j26,,8 weeks
19700175167,16625196,Annual,http://www.frontiersin.org/neuroinformatics,,14 weeks
19700175219,17350654,Tri-annual,http://ijfs.usb.ac.ir/,,
19700175286,18686478,Quarterly,http://link.springer.com/journal/12530,18686486,
19700176047,21522715,Monthly,http://online.liebertpub.com/loi/cyber,21522723,
19700177033,16955951,Annual,http://journals.uoc.edu/index.php/artnodes/,,
19700177337,18695450,Annual,http://link.springer.com/journal/13278,18695469,
19700177406,21530785,Quarterly,http://www.springer.com/mathematics/applications/journal/13235,21530793,
19700180534,19132751,Quarterly,http://link.springer.com/journal/12539,18671462,
19700181204,303887,Quarterly,http://www.springerlink.com/content/121363/,9750320,
19700182335,16878027,Annual,https://www.hindawi.com/journals/abi/,16878035,16 weeks
19700182731,11108665,Tri-annual,http://www.journals.elsevier.com/egyptian-informatics-journal/,20904754,52 weeks
19700183008,1726670X,Semi-annual,http://www.triple-c.at/,,16 weeks
19700186854,19380194,,,19380208,
19700186855,19367228,Quarterly,http://www.rit.edu/gccis/taccess/index.html,19367236,
19700186859,19423888,Quarterly,http://www.igi-global.com/gateway/journal/1125,19423896,
19700186899,17510589,,,17510597,
19700187627,17538947,Monthly,http://www.tandfonline.com/loi/tjde20,17538955,
19700187807,19393555,Bi-monthly,http://www.tandfonline.com/loi/uiss20,19393547,
19700188257,19479832,Quarterly,http://www.tandfonline.com/tidf,19479824,
19700200806,8923647,Quarterly,http://www.tandfonline.com/loi/hajd20#.Vw5iw3o2vkY,15389286,
19700200832,22111662,Tri-annual,http://link.springer.com/journal/10758,22111670,
19700200870,17508975,Quarterly,http://www.tandfonline.com/loi/tibi20,17566932,
19700201402,19475683,Quarterly,https://www.tandfonline.com/toc/tagi20/current,19475691,
19700201512,18826687,,,,
19700201527,18826679,,,,
19700202714,18463312,Semi-annual,http://jios.foi.hr/index.php/jios/index,18469418,12 weeks
19713,10478310,,,,
19714,10919392,Quarterly,http://www.tandfonline.com/loi/hoce20,15327744,
19900191732,19462166,Tri-annual,http://www.iospress.nl/journal/argument-computation/,19462174,
19900192159,17481279,Monthly,http://www.inderscience.com/ijsnet,17481287,
19900192316,14780771,Quarterly,http://jac.sagepub.com/,20483988,
19900192598,17939623,Bi-monthly,http://www.worldscinet.com/ijmssc,17939615,
19900192734,11786949,,,,
19900192900,18681743,Monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1868-1751,18681751,
19900193217,15541908,Annual,https://aaahq.org/Research/Journals/Section-Journal-Home-Pages/Journal-of-Emerging-Technologies-in-Accounting,15587940,
19900193948,16875702,,,16875710,
19926,10589244,Annual,https://www.hindawi.com/journals/sp/,1875919X,19 weeks
20000195008,17531942,,,17531950,
20428,2683768,Semi-monthly,http://www.springerlink.com/content/102823/,14333015,
20449,13682148,,,17415195,
20606,2776693,Bi-monthly,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-131X,1099131X,
20608,10627375,Quarterly,http://www.igi-global.com/gateway/journal/1070,15337995,
20725,9296212,Semi-monthly,http://www.springerlink.com/content/g80756110g07/,1572834X,
20893,0968090X,Monthly,http://www.elsevier.com/wps/find/journaldescription.cws_home/130/description#description,18792359,
20948,5776686,,,,
20952,15309827,Quarterly,https://asmedigitalcollection.asme.org/computingengineering,19447078,
20964,10653090,,,,
20966,10871357,Monthly,https://asmedigitalcollection.asme.org/manufacturingscience,15288935,
20972,9240136,Monthly,https://www.journals.elsevier.com/journal-of-materials-processing-technology,18734774,
20979,10500472,Monthly,https://asmedigitalcollection.asme.org/mechanicaldesign,15289001,
21080,8883270,Semi-monthly,https://www.journals.elsevier.com/mechanical-systems-and-signal-processing,10961216,
21094,0094114X,Monthly,https://www.journals.elsevier.com/mechanism-and-machine-theory,18733999,
21096,9574158,Bi-monthly,https://www.journals.elsevier.com/mechatronics,,
21100195304,11355948,Semi-annual,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln,19897553,
21100197928,19350090,,,,
21100197952,22109706,Quarterly,http://www.journals.elsevier.com/journal-of-rail-transport-planning-and-management,22109714,
21100199341,17591163,Quarterly,http://www.inderscience.com/jhome.php?jcode=ijdmmm,17591171,
21100199346,18622976,Quarterly,https://www.degruyter.com/view/j/jmc#,18622984,
21100199535,17548853,Quarterly,http://www.inderscienceonline.com/loi/ijart,17548861,
21100199784,12236934,Semi-annual,http://www.inf.ucv.ro/~ami/index.php/ami,22469958,
21100200203,17590876,Bi-monthly,http://wires.wiley.com/WileyCDA/Section/id-398163.html,17590884,
21100200639,1757191X,Tri-annual,"http://www.intellectbooks.co.uk/journals/view-Journal,id=164/",17571928,
21100200659,19478518,,,19478526,
21100201051,9725423,Quarterly,http://op.niscair.res.in/index.php/ALIS/index,9752404,20 weeks
21100201056,14794403,Tri-annual,http://www.ejel.org/main.html,,20 weeks
21100201313,19467664,Semi-annual,http://mcfns.com/index.php/Journal/index,,15 weeks
21100201505,20748523,,,,
21100202746,12489433,Annual,http://www.atala.org/-Revue-TAL-,19650906,
21100203110,1342452,Bi-monthly,http://computeroptics.ru/eng/index.html,24126179,9 weeks
21100204120,20908865,Annual,https://www.hindawi.com/journals/jamc/,20908873,14 weeks
21100206263,17930057,Tri-annual,http://www.worldscinet.com/nmnc/nmnc.shtml,17937027,
21100207616,19416253,,,19416261,
21100208044,,,,19442866,
21100210909,1891943X,Quarterly,https://www.idunn.no/dk,,24 weeks
21100210920,19389027,Quarterly,http://www.jecr.org/,15266133,
21100211117,15593940,Annual,,21575452,
21100211334,15553434,Quarterly,http://edm.sagepub.com/,21695032,
21100211768,17529131,,,1752914X,
21100220156,17579880,Tri-annual,http://www.emeraldinsight.com/loi/jhtt,17579899,
21100220372,1746725X,,,,
21100220379,17535255,Quarterly,http://www.inderscience.com/ijtel,17535263,
21100220382,17572657,,,17572665,
21100222913,2095087X,,,,
21100223145,17527066,Tri-annual,http://www.ingentaconnect.com/content/intellect/jmte,17527074,
21100227425,1947315X,Quarterly,http://www.igi-global.com/gateway/journal/1158,19473168,
21100229165,21567069,Annual,https://journal.alt.ac.uk/index.php/rlt/index,21567077,20 weeks
21100235616,2162237X,Monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=5962385,21622388,
21100237436,2196492,Quarterly,http://www.worldscinet.com/jikm,17936926,
21100238613,20139144,Semi-annual,http://revistes.ub.edu/index.php/der,,15 weeks
21100239834,,,,23273097,
21100241218,22131337,Quarterly,https://www.sciencedirect.com/science/journal/22131337,22131345,
21100241768,21952965,,,,
21100242240,1748569X,,,17485703,
21100244214,21953880,Bi-monthly,http://link.springer.com/journal/40313,21953899,
21100247039,20739729,,,24108588,
21100255068,18025943,,,18025951,
21100256982,21682194,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221020,21682208,
21100258404,18690327,Quarterly,https://www.thieme-connect.de/products/ejournals/issue/10.1055/s-007-36502,,
21100258621,23270144,,,23272686,
21100262320,21682216,Monthly,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221021#AimsScope,21682232,
21100262490,20935374,,,20935382,
21100265343,21879036,,,,
21100265609,22120548,,,,
21100268400,17442710,Quarterly,https://flipbooks.researchinformation.co.uk/170388/199108/library.html,20452519,
21100269620,15700844,Bi-monthly,https://www.iospress.nl/journal/semantic-web/,22104968,
21100274221,21682267,Monthly,http://www.ieeesmc.org/publications/transactions-on-cybernetics,21682275,
21100285028,21682291,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221037,21682305,
21100285029,17567017,,,17567025,
21100301442,17427509,,,,
21100301445,15391523,Quarterly,http://www.tandfonline.com/loi/ujrt20,19450818,
21100305268,10558896,,,19435916,
21100316001,,,,20411480,
21100318415,,,,20010370,
21100338350,23274662,Bi-monthly,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6488907,,
21100338351,21687161,Quarterly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519,,
21100338508,21686750,Quarterly,http://ieeexplore.ieee.org/servlet/opac?punumber=6245516,,
21100356018,22145796,Quarterly,http://www.elsevier.com/journals/big-data-research/2214-5796,,
21100372437,23274697,Quarterly,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488902,,
21100394784,,,,18657923,
21100396293,17460069,,,17460077,
21100396507,21585571,Quarterly,http://content.iospress.com/journals/algorithmic-finance,21576203,
21100397403,,,,21931127,
21100398003,20564880,Bi-monthly,http://www.emeraldinsight.com/loi/ijilt,20564899,
21100420802,,,,2047217X,
21100422153,,,,23527110,
21100423723,14706067,,,17415063,
21100432047,20707401,,,24110280,
21100440523,18269745,Quarterly,http://www.mifav.uniroma2.it/inevent/events/idea2010/index.php,22832998,20 weeks
21100442189,18324215,,,,
21100450083,17293774,,,17294061,
21100451321,,,,20524463,
21100455650,,,,23527285,
21100464658,20584555,,,20584563,
21100464917,14601559,Quarterly,http://prod.risk.bb8.incinsight.net/journal-of-computational-finance,17552850,
21100465194,20557671,Quarterly,http://dsh.oxfordjournals.org/,2055768X,
21100466714,,,,23659440,
21100469450,17539129,Quarterly,https://academic.oup.com/ccc,17539137,
21100773821,21681163,Quarterly,http://www.tandfonline.com/tciv,21681171,
21100775590,2161783X,Bi-monthly,http://online.liebertpub.com/loi/G4H,21617856,
21100780696,21676461,Quarterly,http://www.liebertpub.com/big,2167647X,
21100781705,18957595,,,23918071,
21100781706,10157999,,,23137835,
21100784448,15120082,,,,
21100787102,,,,23335432,
21100788880,16469798,Semi-annual,https://revistas.ucp.pt/index.php/jsta/index,21830088,12 weeks
21100788912,20421338,Bi-monthly,http://www.tandfonline.com/action/journalInformation?journalCode=rajs20,20421346,
21100788924,18117295,Tri-annual,http://www.tandfonline.com/loi/rmse20#,24697656,
21100790723,22113568,Quarterly,https://www.iospress.nl/journal/computability/,22113576,
21100790777,19764677,,,20938020,
21100791249,,,,24097462,
21100791701,22295089,,,21533539,
21100791825,24058866,,,,
21100799933,24726303,Bi-monthly,https://journals.sagepub.com/home/jla,24726311,
21100804573,,,,22143173,
21100805777,,,,23985348,
21100809811,23066172,Quarterly,http://www.ejmca.enu.kz/,23089822,
21100812152,22117938,Quarterly,https://www.atlantis-press.com/journals/ijndc,22117946,13 weeks
21100812851,16874161,,,2510523X,
21100815354,20385366,Semi-annual,https://www.jlis.it/,20381026,12 weeks
21100815385,11206861,Annual,http://www.archcalc.cnr.it/,23851953,40 weeks
21100817136,22103279,,,22103287,
21100818502,23221437,,,23452773,
21100818512,,,,23986263,
21100820619,20645260,,,20645279,
21100821307,16879724,Annual,https://www.hindawi.com/journals/acisc/,16879732,21 weeks
21100823281,21667160,Quarterly,http://www.igi-global.com/gateway/journal/64245,21667179,
21100823283,19479638,Quarterly,http://www.igi-global.com/gateway/journal/1137,19479646,
21100824034,,,,19899947,
21100824046,24681113,,,,
21100824892,17579961,,,1757997X,
21100825150,16418581,,,,
21100829268,,,,20763417,
21100831443,,,,2157846X,
21100832514,24708542,,,24708550,
21100832761,15982645,Quarterly,http://www.ijfis.org/,2093744X,
21100833036,,,,19833652,
21100836334,,,,23046775,
21100836592,1741878X,,,17418798,
21100837352,,,,20563051,
21100840026,,,,20103700,
21100843325,24096008,,,23138734,
21100850723,,,,23795077,
21100850798,,,,20573960,
21100851239,25611771,Quarterly,http://www.actapress.com/Content_of_Journal.aspx?JournalID=236,2561178X,
21100853527,21984018,,,21984026,
21100853805,20954689,Quarterly,http://link.springer.com/journal/40484,20954697,
21100854164,,,,23339403,
21100855506,21609918,Quarterly,http://www.igi-global.com/gateway/journal/44994,21609926,
21100855805,20767633,,,20776853,
21100855984,,,,22137467,
21100855992,17571170,Quarterly,https://www.inderscienceonline.com/loi/ijcee,17571189,
21100855995,20439989,,,20439997,
21100856541,,,,22137459,
21100857212,,,,24523100,
