scopus_source_id,print_issn,e_issn,frequency,review_time,journal_website
27287,10647570,15737705,Quarterly,,http://www.springerlink.com/content/101154/
27306,1383469X,15728153,Bi-monthly,,http://www.springerlink.com/content/101750/
27358,13614576,17407869,,,
27856,63835,15729125,Quarterly,,http://www.springerlink.com/content/109418/
27865,14778424,,,,
27871,15320626,15320634,Semi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1532-0634
27959,160032,18792693,Monthly,,https://www.journals.elsevier.com/journal-of-the-franklin-institute
28535,283045,10970037,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0037
28587,8998205,,,,
28888,2673649,,Bi-monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/422550/description#description
28916,15407993,15584046,Bi-monthly,,http://www.computer.org/portal/web/computingnow/securityandprivacy
28931,0926227X,18758924,Bi-monthly,,http://www.iospress.nl/journal/journal-of-computer-security/
2900147403,15734277,18729770,Quarterly,,http://www.journals.elsevier.com/optical-switching-and-networking/#description
29089,1387974X,15728188,Bi-monthly,,http://www.springerlink.com/content/103282/
30286,10183639,,,,
3200147819,15741192,18731589,Bi-monthly,,http://www.journals.elsevier.com/pervasive-and-mobile-computing/#description
4000149002,15566013,15566021,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=10206
4000151805,15672190,15672328,Quarterly,,http://www.nowpublishers.com/CIT
4700151736,15431649,19404352,Bi-monthly,,http://www.dl.begellhouse.com/journals/61fd1b191cf7e96f.html
4700151918,15516857,15516865,Quarterly,,http://tomccap.acm.org/
4700152506,13859587,15737071,Tri-annual,,https://link.springer.com/journal/11066
4700152794,1554057X,15540588,Quarterly,,http://www.nowpublishers.com/NET
4700152843,15504859,15504867,Quarterly,,http://tosn.acm.org/
4700153604,10058885,,,,
4700153605,1000436X,,,,
4800154012,12292370,19765541,Bi-monthly,,http://eng.kicsjournals.or.kr/html/?pmode=About
4900152206,15320936,,Quarterly,,https://dl.acm.org/citation.cfm?id=J219
4900153220,15526283,15526291,Quarterly,,http://www.igi-global.com/gateway/journal/1092
5100155008,15514897,15558037,,,
51658,13483447,,,,
5400152640,17518709,17518717,Bi-monthly,,http://digital-library.theiet.org/IET-IFS
54666,14709503,17415225,,,
5800173381,15501329,15501477,,,
5800179613,17438225,17438233,Monthly,,http://www.inderscience.com/ijahuc
5800179618,17438209,17438217,Quarterly,,http://www.inderscience.com/ijipt
5800207369,15591131,1559114X,Quarterly,,http://tweb.acm.org/
6700153282,17411106,17411114,Quarterly,,http://www.inderscience.com/ijwgs
6700153285,17442869,17442850,,,
7200153156,19324537,,Quarterly,,http://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=4275028
800147111,15707873,15729184,Quarterly,,http://www.springerlink.com/content/111140/
101377,10623701,19433522,Bi-monthly,,http://ist.publisher.ingentaconnect.com/content/ist/jist
10900153330,17517575,17517583,Monthly,,http://www.tandfonline.com/loi/teis20
11200153523,17500591,17500605,,,
11200153571,11769343,,Quarterly,8 weeks,https://journals.sagepub.com/home/evb
11300153734,19328184,19379234,Quarterly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4267003
11400153310,13675567,1469848X,Bi-monthly,,http://www.tandfonline.com/loi/cjol20
11800154542,18419836,18419844,Bi-monthly,25 weeks,http://univagora.ro/jour/index.php/ijccc
12000154321,15483673,15483681,Quarterly,,http://www.igi-global.com/gateway/journal/1090
12000154349,15501876,15501337,Quarterly,,http://www.igi-global.com/gateway/journal/1082
12000154350,15480666,15480658,Quarterly,,http://www.igi-global.com/gateway/journal/1083
12100154405,19391412,23294051,Quarterly,,http://www.computer.org/portal/web/toh
12100154510,15481115,15481123,Quarterly,,http://www.igi-global.com/gateway/journal/1086
12100154806,15481131,1548114X,Quarterly,,https://www.igi-global.com/gateway/journal/1088
12170,3327353,18901328,Quarterly,10 weeks,http://www.mic-journal.no/
12188,10468781,1552826X,Quarterly,,http://journals.sagepub.com/home/sag
12342,207179,13665820,Monthly,,http://www.tandfonline.com/loi/tcon20
12360,3081079,15635104,Bi-monthly,,http://www.tandfonline.com/loi/ggen20
12367,0031868X,14779730,Quarterly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1477-9730
12400154710,14076160,14076179,Quarterly,35 weeks,http://www.degruyter.com/view/j/ttj
12400154717,10096744,,,,
12402,2767783,,Quarterly,,http://www.misq.org/
12409,9236082,15730824,Quarterly,,http://www.springerlink.com/content/100319/
12424,17415977,17415985,Bi-monthly,,http://www.tandfonline.com/loi/gipe20
12443,9226443,15731383,Bi-monthly,,http://www.springerlink.com/content/100334/
12600154783,15561801,1556181X,Quarterly,,https://www.aimsciences.org/journal/1556-1801
12689,3064573,18735371,Bi-monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/244/description#description
12763,2675730,17415276,Monthly,,http://www.inderscience.com/ijtm
12914,10006788,,,,
12984,9328092,14321769,Annual,,http://www.springerlink.com/content/100522/
12991,3990559,12903868,Annual,,https://www.rairo-ro.org/
130012,3772063,0974780X,Bi-monthly,,http://www.tandfonline.com/loi/tijr20
130080,15499596,1549960X,Monthly,,https://pubs.acs.org/loi/jcisd8
130090,15392937,15392929,Quarterly,,https://www.igi-global.com/gateway/journal/1076
13012,9883754,1290385X,Annual,,https://www.rairo-ita.org/
130132,9593845,17585813,Quarterly,,http://www.emeraldinsight.com/loi/itp
130138,14332833,14332825,Quarterly,,http://www.springerlink.com/content/1433-2833
13191,219991,10902716,Semi-monthly,,http://www.journals.elsevier.com/journal-of-computational-physics/#description
13196,14684349,17415233,Bi-monthly,,http://www.inderscience.com/pcfd
13300154706,15369323,15583457,Monthly,,https://aisel.aisnet.org/jais/
13579,13845810,1573756X,Bi-monthly,,http://www.springerlink.com/content/100254/
13608,1004731X,,,,
13799,329460,16083253,Quarterly,,http://www.springerlink.com/content/0032-9460/
14000156125,19345275,,Annual,20 weeks,http://www.nflrc.hawaii.edu/ldc/
14100154713,1741847X,17418488,Quarterly,,http://www.inderscienceonline.com/loi/ijguc
14363,3155986,19160615,Quarterly,,https://www.tandfonline.com/action/journalInformation?journalCode=tinf20
14388,200190,18726119,Monthly,,http://www.journals.elsevier.com/information-processing-letters/#description
14411,14614111,17415179,,,
14414,9591524,18732771,Monthly,,http://www.journals.elsevier.com/journal-of-process-control/#description
144698,17264529,19968566,Quarterly,,http://www.daaam.com/
144747,9588221,17443210,Bi-monthly,,http://www.tandfonline.com/loi/ncal20
144749,17298806,17298814,,,
144889,15472450,15472442,Quarterly,,http://www.tandfonline.com/loi/gits20
144912,15513203,19410050,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=9424
144980,15403459,15403467,Quarterly,,http://www.siam.org/journals/mms.php
144988,17689791,,,,
14500154706,14690268,17575885,Quarterly,,http://www.worldscientific.com/worldscinet/ijcia
14500154739,14727978,18758983,Quarterly,,http://www.iospress.nl/journal/journal-of-computational-methods-in-sciences-and-engineering/
145035,1720898X,,,,
145041,1706012,,,,
145056,15393100,15393119,Quarterly,,http://www.igi-global.com/gateway/journal/1078
14523,13845640,1573272X,Bi-monthly,,http://www.springerlink.com/content/100318/
145256,8169020,,,,
145523,14355558,14355566,Quarterly,,http://www.springerlink.com/content/1435-5558/
145681,10494820,17445191,Bi-monthly,,http://www.tandfonline.com/loi/nile20
145743,1093023X,,,,
14789,2681102,15540170,Quarterly,,http://www.tandfonline.com/toc/titd20/current
15026,9555986,18736998,Bi-monthly,,http://www.journals.elsevier.com/flow-measurement-and-instrumentation/#description
15057,15674223,18737846,Bi-monthly,,http://www.journals.elsevier.com/electronic-commerce-research-and-applications/#description
15069,1722190,1874690X,Quarterly,,http://www.sciencedirect.com/science/journal/01722190
15072,14006529,14036835,,,
15107,189448,15579654,Monthly,,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=18
15134,200255,18726291,Fortnightly,,http://www.journals.elsevier.com/information-sciences/#description
15135,1675265,,,,
15386,14684527,14684535,Bi-monthly,,http://www.emeraldinsight.com/loi/oir
15420,2640473,1758616X,Bi-monthly,,http://www.emeraldinsight.com/loi/el
15442,10580530,19348703,Quarterly,,http://www.informaworld.com/smpp/title~content=t768221794~db=all
15464,1536125X,19410085,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7729
15484,1206212X,,,,
15489,0219581X,17935350,Bi-monthly,,http://www.worldscientific.com/worldscinet/ijn
15492,15462234,15465012,Quarterly,,http://www.igi-global.com/gateway/journal/1071
15629,2188430,17936365,Quarterly,,http://www.worldscinet.com/ijcis/ijcis.shtml
15700,7421222,1557928X,Quarterly,,http://www.tandfonline.com/loi/mmis20
16040,10053026,,,,
16211,15209210,19410077,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6046
16215,9615539,17586585,Bi-monthly,,http://www.emeraldinsight.com/journal/hff
16319,15361241,15582639,Quarterly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7728
16733,2780062,1558254X,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=42
16900154710,19321872,19321872,Bi-monthly,,http://www3.interscience.wiley.com/journal/112701062/home
16965,10967516,18735525,Quarterly,,http://www.journals.elsevier.com/the-internet-and-higher-education/#description
17223,8971889,1618727X,Bi-monthly,,http://www.springerlink.com/content/109379/
17249,1636804,15581896,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=35
17294,0011748X,0976464X,Bi-monthly,,http://publications.drdo.gov.in/ojs/index.php/dsj/index
17300154968,11779322,,Annual,8 weeks,https://journals.sagepub.com/home/bbi
17300154971,18745482,22122087,Quarterly,,http://www.journals.elsevier.com/international-journal-of-critical-infrastructure-protection/#description
17300154988,17560381,,Annual,23 weeks,http://www.biodatamining.org/
17339,189286,15582523,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=9
17362,10414347,15582191,Monthly,,http://www.computer.org/portal/web/tkde
17600155113,9729038,,,,
17600155133,17418887,,,,
17700155303,17558301,1755831X,Quarterly,,http://www.inderscienceonline.com/loi/ijbm
17700155710,17533465,17533473,,,
17700155804,18266223,19718829,Tri-annual,12 weeks,http://www.je-lks.org/
17700156776,14666642,17418070,,,
17929,14712105,,Annual,19 weeks,http://www.biomedcentral.com/bmcbioinformatics/
17945,13674803,13674811,Semi-monthly,,http://bioinformatics.oxfordjournals.org/
17954,10255842,14768259,Semi-monthly,,http://www.tandfonline.com/loi/gcmb20
17957,104825,18790534,Monthly,,http://www.journals.elsevier.com/computers-in-biology-and-medicine/
17963,989886,1097007X,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-007X
17979,1400118,17410444,Monthly,,http://www.springerlink.com/content/119997/
18003,1691864,15685535,Semi-monthly,,http://www.tandfonline.com/toc/tadr20/current
18027,10709932,1558223X,Quarterly,,http://www.ieee.org/
18047,0143991X,17585791,Bi-monthly,,http://www.emeraldinsight.com/loi/ir
18078,2635747,14698668,Monthly,,http://journals.cambridge.org/action/displayJournal?jid=ROB
18079,9218890,1872793X,Monthly,,http://www.journals.elsevier.com/robotics-and-autonomous-systems/#description
18080,7365845,18792537,Bi-monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/704/description#description
18093,11343060,18861784,Quarterly,,http://www.springerlink.com/content/120575/
18100156704,13600869,13646885,,,
18144,10939687,14678667,Monthly,,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8667
18145,104485,18792685,Monthly,,http://www.journals.elsevier.com/computer-aided-design/#description
18158,457825,18792138,Monthly,,http://www.elsevier.com/locate/cma
18163,0266352X,18737633,Bi-monthly,,http://www.journals.elsevier.com/computers-and-geotechnics/#description
18171,457949,18792243,Monthly,,http://www.journals.elsevier.com/computers-and-structures/
18174,9670661,18736939,Bi-monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/123/description#description
18184,2644401,17587077,Bi-monthly,,http://www.emeraldinsight.com/loi/ec
18186,1770667,14355663,Quarterly,,http://www.springerlink.com/content/102820/
18197,10692509,18758835,Quarterly,,https://www.iospress.nl/journal/integrated-computer-aided-engineering/
18198,0951192X,13623052,Monthly,,http://www.tandfonline.com/loi/tcim20
18200,8943370,10991204,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1204
18201,10964290,1099047X,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-047X
18202,16871472,16871499,Annual,13 weeks,https://jwcn-eurasipjournals.springeropen.com/
18232,10836101,,Bi-monthly,,https://academic.oup.com/jcmc
18300156719,19401493,19401507,Quarterly,,http://www.tandfonline.com/loi/tbps20
18300156720,19391390,19411197,Quarterly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=5117645
18300156728,19391374,,Quarterly,,http://www.computer.org/portal/web/tsc
18378,15249050,15580016,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6979
18534,2712091,10970363,Fortnightly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1097-0363
18643,8873801,19435487,Bi-monthly,,https://ascelibrary.org/journal/jccee5
18644,1741038X,17587786,Bi-monthly,,http://www.emeraldinsight.com/journal/jmtm
18658,9537287,13665871,Bi-monthly,,http://www.tandfonline.com/loi/tppc20
18661,1615147X,16151488,Monthly,,http://www.springerlink.com/content/102504/
18662,10844309,15577309,Bi-monthly,,http://todaes.acm.org/
18700156728,14710242,17418208,,,
18732,9505849,18736025,Monthly,,http://www.journals.elsevier.com/information-and-software-technology/#description
18800,13426907,,,,
18874,7356331,15414140,Bi-monthly,,http://jec.sagepub.com/
18895,1976729,20423195,Annual,20 weeks,https://www.hindawi.com/journals/jat/
18896,10897798,15582558,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=4234
18916,8944393,15528286,Bi-monthly,,http://ssc.sagepub.com/
18933,15361276,15582248,Monthly,,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7693
18935,15361284,15580687,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=7742
18947,9241868,15731391,Tri-annual,,http://www.springerlink.com/content/100343/
18997,10468188,15582868,Quarterly,,http://tois.acm.org/
19053,9277099,15729974,Bi-monthly,,http://www.springerlink.com/content/100248/
19113,10834435,1941014X,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=3516
19124,2570130,15729443,Monthly,,http://www.springerlink.com/content/101752/
19170,2635577,17585783,Monthly,,http://www.emeraldinsight.com/loi/imds
19200156938,17506166,17506174,Quarterly,,http://www.emeraldinsight.com/loi/tg
19266,9528091,17415047,Bi-monthly,,http://www.inderscienceonline.com/loi/ijcat
19400157014,15564673,15564711,Quarterly,,http://jocch.acm.org/
19400157135,17438268,17438276,,,
19400157202,15481093,15481107,,,
19400158481,19322909,19322917,Quarterly,,http://www.tandfonline.com/loi/wjwl20
19400158510,1865035X,,,,
19400158515,18669956,18669964,Quarterly,,http://www.springerlink.com/content/1866-9956
19420,10447318,15327590,Monthly,,http://www.tandfonline.com/loi/hihc20
19513,10557148,10991190,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1190
19600157322,17582946,,Annual,14 weeks,https://jcheminf.biomedcentral.com/
19600157911,10196781,14228890,Quarterly,,http://www.springerlink.com/content/1019-6781
19600161802,17560756,17560764,Quarterly,,http://www.inderscience.com/ijcbdd
19600166316,18674828,18690238,Annual,13 weeks,http://www.jisajournal.com/
19699,14606720,1741525X,Bi-monthly,,http://www.inderscience.com/jhome.php?jcode=ijstm
19700167026,19391382,,Quarterly,,http://www.computer.org/portal/web/tlt
19700173012,13557718,14698153,Tri-annual,,http://journals.cambridge.org/action/displayJournal?jid=OSO
19700174611,1392124X,2335884X,Semi-annual,,http://itc.ktu.lt/index.php/ITC
19700174653,1574017X,1875905X,Annual,48 weeks,https://www.hindawi.com/journals/misy/
19700174894,11776250,,Annual,8 weeks,http://insights.sagepub.com/journal-gene-regulation-and-systems-biology-j26
19700175167,16625196,,Annual,14 weeks,http://www.frontiersin.org/neuroinformatics
19700175219,17350654,,Tri-annual,,http://ijfs.usb.ac.ir/
19700175286,18686478,18686486,Quarterly,,http://link.springer.com/journal/12530
19700176047,21522715,21522723,Monthly,,http://online.liebertpub.com/loi/cyber
19700177033,16955951,,Annual,,http://journals.uoc.edu/index.php/artnodes/
19700177337,18695450,18695469,Annual,,http://link.springer.com/journal/13278
19700177406,21530785,21530793,Quarterly,,http://www.springer.com/mathematics/applications/journal/13235
19700180534,19132751,18671462,Quarterly,,http://link.springer.com/journal/12539
19700181204,303887,9750320,Quarterly,,http://www.springerlink.com/content/121363/
19700182335,16878027,16878035,Annual,16 weeks,https://www.hindawi.com/journals/abi/
19700182731,11108665,20904754,Tri-annual,52 weeks,http://www.journals.elsevier.com/egyptian-informatics-journal/
19700183008,1726670X,,Semi-annual,16 weeks,http://www.triple-c.at/
19700186854,19380194,19380208,,,
19700186855,19367228,19367236,Quarterly,,http://www.rit.edu/gccis/taccess/index.html
19700186859,19423888,19423896,Quarterly,,http://www.igi-global.com/gateway/journal/1125
19700186899,17510589,17510597,,,
19700187627,17538947,17538955,Monthly,,http://www.tandfonline.com/loi/tjde20
19700187807,19393555,19393547,Bi-monthly,,http://www.tandfonline.com/loi/uiss20
19700188257,19479832,19479824,Quarterly,,http://www.tandfonline.com/tidf
19700200806,8923647,15389286,Quarterly,,http://www.tandfonline.com/loi/hajd20#.Vw5iw3o2vkY
19700200832,22111662,22111670,Tri-annual,,http://link.springer.com/journal/10758
19700200870,17508975,17566932,Quarterly,,http://www.tandfonline.com/loi/tibi20
19700201402,19475683,19475691,Quarterly,,https://www.tandfonline.com/toc/tagi20/current
19700201512,18826687,,,,
19700201527,18826679,,,,
19700202714,18463312,18469418,Semi-annual,12 weeks,http://jios.foi.hr/index.php/jios/index
19713,10478310,,,,
19714,10919392,15327744,Quarterly,,http://www.tandfonline.com/loi/hoce20
19900191732,19462166,19462174,Tri-annual,,http://www.iospress.nl/journal/argument-computation/
19900192159,17481279,17481287,Monthly,,http://www.inderscience.com/ijsnet
19900192316,14780771,20483988,Quarterly,,http://jac.sagepub.com/
19900192598,17939623,17939615,Bi-monthly,,http://www.worldscinet.com/ijmssc
19900192734,11786949,,,,
19900192900,18681743,18681751,Monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1868-1751
19900193217,15541908,15587940,Annual,,https://aaahq.org/Research/Journals/Section-Journal-Home-Pages/Journal-of-Emerging-Technologies-in-Accounting
19900193948,16875702,16875710,,,
19926,10589244,1875919X,Annual,19 weeks,https://www.hindawi.com/journals/sp/
20000195008,17531942,17531950,,,
20428,2683768,14333015,Semi-monthly,,http://www.springerlink.com/content/102823/
20449,13682148,17415195,,,
20606,2776693,1099131X,Bi-monthly,,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-131X
20608,10627375,15337995,Quarterly,,http://www.igi-global.com/gateway/journal/1070
20725,9296212,1572834X,Semi-monthly,,http://www.springerlink.com/content/g80756110g07/
20893,0968090X,18792359,Monthly,,http://www.elsevier.com/wps/find/journaldescription.cws_home/130/description#description
20948,5776686,,,,
20952,15309827,19447078,Quarterly,,https://asmedigitalcollection.asme.org/computingengineering
20964,10653090,,,,
20966,10871357,15288935,Monthly,,https://asmedigitalcollection.asme.org/manufacturingscience
20972,9240136,18734774,Monthly,,https://www.journals.elsevier.com/journal-of-materials-processing-technology
20979,10500472,15289001,Monthly,,https://asmedigitalcollection.asme.org/mechanicaldesign
21080,8883270,10961216,Semi-monthly,,https://www.journals.elsevier.com/mechanical-systems-and-signal-processing
21094,0094114X,18733999,Monthly,,https://www.journals.elsevier.com/mechanism-and-machine-theory
21096,9574158,,Bi-monthly,,https://www.journals.elsevier.com/mechatronics
21100195304,11355948,19897553,Semi-annual,,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln
21100197928,19350090,,,,
21100197952,22109706,22109714,Quarterly,,http://www.journals.elsevier.com/journal-of-rail-transport-planning-and-management
21100199341,17591163,17591171,Quarterly,,http://www.inderscience.com/jhome.php?jcode=ijdmmm
21100199346,18622976,18622984,Quarterly,,https://www.degruyter.com/view/j/jmc#
21100199535,17548853,17548861,Quarterly,,http://www.inderscienceonline.com/loi/ijart
21100199784,12236934,22469958,Semi-annual,,http://www.inf.ucv.ro/~ami/index.php/ami
21100200203,17590876,17590884,Bi-monthly,,http://wires.wiley.com/WileyCDA/Section/id-398163.html
21100200639,1757191X,17571928,Tri-annual,,"http://www.intellectbooks.co.uk/journals/view-Journal,id=164/"
21100200659,19478518,19478526,,,
21100201051,9725423,9752404,Quarterly,20 weeks,http://op.niscair.res.in/index.php/ALIS/index
21100201056,14794403,,Tri-annual,20 weeks,http://www.ejel.org/main.html
21100201313,19467664,,Semi-annual,15 weeks,http://mcfns.com/index.php/Journal/index
21100201505,20748523,,,,
21100202746,12489433,19650906,Annual,,http://www.atala.org/-Revue-TAL-
21100203110,1342452,24126179,Bi-monthly,9 weeks,http://computeroptics.ru/eng/index.html
21100204120,20908865,20908873,Annual,14 weeks,https://www.hindawi.com/journals/jamc/
21100206263,17930057,17937027,Tri-annual,,http://www.worldscinet.com/nmnc/nmnc.shtml
21100207616,19416253,19416261,,,
21100208044,,19442866,,,
21100210909,1891943X,,Quarterly,24 weeks,https://www.idunn.no/dk
21100210920,19389027,15266133,Quarterly,,http://www.jecr.org/
21100211117,15593940,21575452,Annual,,
21100211334,15553434,21695032,Quarterly,,http://edm.sagepub.com/
21100211768,17529131,1752914X,,,
21100220156,17579880,17579899,Tri-annual,,http://www.emeraldinsight.com/loi/jhtt
21100220372,1746725X,,,,
21100220379,17535255,17535263,Quarterly,,http://www.inderscience.com/ijtel
21100220382,17572657,17572665,,,
21100222913,2095087X,,,,
21100223145,17527066,17527074,Tri-annual,,http://www.ingentaconnect.com/content/intellect/jmte
21100227425,1947315X,19473168,Quarterly,,http://www.igi-global.com/gateway/journal/1158
21100229165,21567069,21567077,Annual,20 weeks,https://journal.alt.ac.uk/index.php/rlt/index
21100235616,2162237X,21622388,Monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=5962385
21100237436,2196492,17936926,Quarterly,,http://www.worldscinet.com/jikm
21100238613,20139144,,Semi-annual,15 weeks,http://revistes.ub.edu/index.php/der
21100239834,,23273097,,,
21100241218,22131337,22131345,Quarterly,,https://www.sciencedirect.com/science/journal/22131337
21100241768,21952965,,,,
21100242240,1748569X,17485703,,,
21100244214,21953880,21953899,Bi-monthly,,http://link.springer.com/journal/40313
21100247039,20739729,24108588,,,
21100255068,18025943,18025951,,,
21100256982,21682194,21682208,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221020
21100258404,18690327,,Quarterly,,https://www.thieme-connect.de/products/ejournals/issue/10.1055/s-007-36502
21100258621,23270144,23272686,,,
21100262320,21682216,21682232,Monthly,,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221021#AimsScope
21100262490,20935374,20935382,,,
21100265343,21879036,,,,
21100265609,22120548,,,,
21100268400,17442710,20452519,Quarterly,,https://flipbooks.researchinformation.co.uk/170388/199108/library.html
21100269620,15700844,22104968,Bi-monthly,,https://www.iospress.nl/journal/semantic-web/
21100274221,21682267,21682275,Monthly,,http://www.ieeesmc.org/publications/transactions-on-cybernetics
21100285028,21682291,21682305,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6221037
21100285029,17567017,17567025,,,
21100301442,17427509,,,,
21100301445,15391523,19450818,Quarterly,,http://www.tandfonline.com/loi/ujrt20
21100305268,10558896,19435916,,,
21100316001,,20411480,,,
21100318415,,20010370,,,
21100338350,23274662,,Bi-monthly,,http://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=6488907
21100338351,21687161,,Quarterly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519
21100338508,21686750,,Quarterly,,http://ieeexplore.ieee.org/servlet/opac?punumber=6245516
21100356018,22145796,,Quarterly,,http://www.elsevier.com/journals/big-data-research/2214-5796
21100372437,23274697,,Quarterly,,http://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6488902
21100394784,,18657923,,,
21100396293,17460069,17460077,,,
21100396507,21585571,21576203,Quarterly,,http://content.iospress.com/journals/algorithmic-finance
21100397403,,21931127,,,
21100398003,20564880,20564899,Bi-monthly,,http://www.emeraldinsight.com/loi/ijilt
21100420802,,2047217X,,,
21100422153,,23527110,,,
21100423723,14706067,17415063,,,
21100432047,20707401,24110280,,,
21100440523,18269745,22832998,Quarterly,20 weeks,http://www.mifav.uniroma2.it/inevent/events/idea2010/index.php
21100442189,18324215,,,,
21100450083,17293774,17294061,,,
21100451321,,20524463,,,
21100455650,,23527285,,,
21100464658,20584555,20584563,,,
21100464917,14601559,17552850,Quarterly,,http://prod.risk.bb8.incinsight.net/journal-of-computational-finance
21100465194,20557671,2055768X,Quarterly,,http://dsh.oxfordjournals.org/
21100466714,,23659440,,,
21100469450,17539129,17539137,Quarterly,,https://academic.oup.com/ccc
21100773821,21681163,21681171,Quarterly,,http://www.tandfonline.com/tciv
21100775590,2161783X,21617856,Bi-monthly,,http://online.liebertpub.com/loi/G4H
21100780696,21676461,2167647X,Quarterly,,http://www.liebertpub.com/big
21100781705,18957595,23918071,,,
21100781706,10157999,23137835,,,
21100784448,15120082,,,,
21100787102,,23335432,,,
21100788880,16469798,21830088,Semi-annual,12 weeks,https://revistas.ucp.pt/index.php/jsta/index
21100788912,20421338,20421346,Bi-monthly,,http://www.tandfonline.com/action/journalInformation?journalCode=rajs20
21100788924,18117295,24697656,Tri-annual,,http://www.tandfonline.com/loi/rmse20#
21100790723,22113568,22113576,Quarterly,,https://www.iospress.nl/journal/computability/
21100790777,19764677,20938020,,,
21100791249,,24097462,,,
21100791701,22295089,21533539,,,
21100791825,24058866,,,,
21100799933,24726303,24726311,Bi-monthly,,https://journals.sagepub.com/home/jla
21100804573,,22143173,,,
21100805777,,23985348,,,
21100809811,23066172,23089822,Quarterly,,http://www.ejmca.enu.kz/
21100812152,22117938,22117946,Quarterly,13 weeks,https://www.atlantis-press.com/journals/ijndc
21100812851,16874161,2510523X,,,
21100815354,20385366,20381026,Semi-annual,12 weeks,https://www.jlis.it/
21100815385,11206861,23851953,Annual,40 weeks,http://www.archcalc.cnr.it/
21100817136,22103279,22103287,,,
21100818502,23221437,23452773,,,
21100818512,,23986263,,,
21100820619,20645260,20645279,,,
21100821307,16879724,16879732,Annual,21 weeks,https://www.hindawi.com/journals/acisc/
21100823281,21667160,21667179,Quarterly,,http://www.igi-global.com/gateway/journal/64245
21100823283,19479638,19479646,Quarterly,,http://www.igi-global.com/gateway/journal/1137
21100824034,,19899947,,,
21100824046,24681113,,,,
21100824892,17579961,1757997X,,,
21100825150,16418581,,,,
21100829268,,20763417,,,
21100831443,,2157846X,,,
21100832514,24708542,24708550,,,
21100832761,15982645,2093744X,Quarterly,,http://www.ijfis.org/
21100833036,,19833652,,,
21100836334,,23046775,,,
21100836592,1741878X,17418798,,,
21100837352,,20563051,,,
21100840026,,20103700,,,
21100843325,24096008,23138734,,,
21100850723,,23795077,,,
21100850798,,20573960,,,
21100851239,25611771,2561178X,Quarterly,,http://www.actapress.com/Content_of_Journal.aspx?JournalID=236
21100853527,21984018,21984026,,,
21100853805,20954689,20954697,Quarterly,,http://link.springer.com/journal/40484
21100854164,,23339403,,,
21100855506,21609918,21609926,Quarterly,,http://www.igi-global.com/gateway/journal/44994
21100855805,20767633,20776853,,,
21100855984,,22137467,,,
