Scopus Source ID,Title,CiteScore,Percentile,"Citation
Count","Scholarly
Output","Percent
Cited",SNIP,SJR,RANK,"Rank
Out Of",Publisher,Type,Open Access,Scopus ASJC Code,Scopus Sub-Subject Area,Quartile,Top 10% (CiteScore Percentile),Scopus Source ID.1,Print ISSN,E-ISSN
4000151810,PLoS Computational Biology,4.35,90,8104,1862,85,1.353,2.949,11,113,Public Library of Science,Journal,YES,1703,Computational Theory and Mathematics,Quartile1,Top 10%,https://www.scopus.com/sourceid/4000151810,1553734X,15537358
40107,Journal of Combinatorial Theory - Series A,1.12,45,284,254,50,1.41,1.282,62,113,Academic Press Inc.,Journal,NO,1703,Computational Theory and Mathematics,Quartile3,,https://www.scopus.com/sourceid/40107,973165,
5700165206,Complex Analysis and Operator Theory,0.72,24,194,271,37,0.889,0.459,86,113,Birkhauser Verlag Basel,Journal,NO,1703,Computational Theory and Mathematics,Quartile4,,https://www.scopus.com/sourceid/5700165206,16618254,16618262
57844,Journal of Molecular Modeling,1.33,53,1312,986,60,0.501,0.37,52,113,Springer Verlag,Journal,NO,1703,Computational Theory and Mathematics,Quartile2,,https://www.scopus.com/sourceid/57844,16102940,9485023
5800179604,Algorithms for Molecular Biology,2.14,74,182,85,64,1.043,0.894,29,113,BioMed Central Ltd.,Journal,YES,1703,Computational Theory and Mathematics,Quartile2,,https://www.scopus.com/sourceid/5800179604,17487188,
6100152804,International Journal of Computational Science and Engineering,1.16,47,250,215,50,1.048,0.415,60,113,Inderscience Enterprises Ltd,Journal,NO,1703,Computational Theory and Mathematics,Quartile3,,https://www.scopus.com/sourceid/6100152804,17427185,17427193
11600153445,Journal of Mathematics and the Arts,0.1,5,3,31,10,0.368,0.126,67,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/11600153445,17513472,
14452,Simulation,1.61,50,350,217,58,1.09,0.286,35,70,SAGE Publications Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/14452,375497,
144702,Virtual Reality,3.87,86,201,52,77,1.994,0.48,10,70,Springer London,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/144702,13594338,
144891,Digital Creativity,0.49,16,39,80,29,0.286,0.158,59,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/144891,14626268,
144972,Design Issues,0.75,27,88,118,34,0.804,0.274,51,70,MIT Press Journals,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/144972,7479360,
145508,Computer Animation and Virtual Worlds,1.04,37,168,161,47,0.789,0.233,44,70,John Wiley and Sons Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/145508,15464261,
147203,Design Journal,0.64,20,87,136,28,0.509,0.246,56,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/147203,14606925,
15484,International Journal of Computers and Applications,0.75,27,44,59,41,0.37,0.128,51,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/15484,1206212X,
17271,Medical Image Analysis,8.79,97,3234,368,88,3.688,2.452,2,70,Elsevier,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/17271,13618415,
17600155397,International Journal of Design,2.81,73,166,59,88,1.301,0.515,19,70,National Taiwan University of Science and Technology,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/17600155397,19913761,1994036X
18144,Computer-Aided Civil and Infrastructure Engineering,6.04,93,1171,194,87,2.204,1.374,5,70,Wiley-Blackwell Publishing Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/18144,10939687,14678667
18145,CAD Computer Aided Design,4.14,87,1373,332,77,2.202,1.302,9,70,Elsevier Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/18145,104485,
18189,Finite Elements in Analysis and Design,2.99,77,748,250,82,1.466,1.19,16,70,Elsevier,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/18189,0168874X,
18201,International Journal of RF and Microwave Computer-Aided Engineering,1.64,52,482,294,64,0.8,0.345,34,70,John Wiley and Sons Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/18201,10964290,1099047X
18661,Structural and Multidisciplinary Optimization,4.28,89,2640,617,85,1.862,1.835,8,70,Springer Verlag,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/18661,1615147X,16151488
18662,ACM Transactions on Design Automation of Electronic Systems,1.2,39,263,220,50,0.817,0.271,43,70,Association for Computing Machinery (ACM),Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/18662,10844309,
19270,International Journal of Software Engineering and Knowledge Engineering,0.79,30,177,223,41,0.704,0.184,49,70,World Scientific Publishing Co. Pte Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/19270,2181940,
19400157014,Journal on Computing and Cultural Heritage,1.83,59,150,82,65,1.325,0.429,29,70,Association for Computing Machinery (ACM),Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/19400157014,15564673,
19400157203,Journal of WSCG,0.48,14,20,42,33,0.425,0.138,60,70,Vaclav Skala Union Agency,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/19400157203,12136972,12136964
19600157322,Journal of Cheminformatics,4.52,90,990,219,83,1.385,1.499,7,70,Chemistry Central,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/19600157322,17582946,
19700177033,Artnodes,0.12,6,8,68,9,0.388,0.116,66,70,Fundacio per la Universitat Oberta de Catalunya,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/19700177033,16955951,
19700177406,Dynamic Games and Applications,1.33,45,125,94,60,0.967,0.425,39,70,Springer Science + Business Media,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/19700177406,21530785,21530793
19700186865,International Journal of Computer Games Technology,1.88,62,60,32,59,1.364,0.268,26,70,Hindawi Publishing Corporation,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/19700186865,16877047,16877055
19700201037,CoDesign,3.21,80,186,58,83,1.853,0.552,14,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/19700201037,15710882,17453755
19900192316,International Journal of Architectural Computing,0.48,14,36,75,33,0.294,0.192,60,70,SAGE Publications Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/19900192316,14780771,
20952,Journal of Computing and Information Science in Engineering,2.11,67,285,135,67,1.072,0.671,23,70,American Society of Mechanical Engineers(ASME),Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/20952,15309827,
20979,Journal of Mechanical Design - Transactions of the ASME,3.43,83,1485,433,80,1.447,0.894,12,70,American Society of Mechanical Engineers(ASME),Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/20979,10500472,
21100200639,Journal of Gaming & Virtual Worlds,0.58,19,31,53,30,0.776,0.283,57,70,Intellect Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/21100200639,1757191X,17571928
21100432483,ITE Transactions on Media Technology and Applications,1.0,36,110,110,38,0.833,0.257,45,70,Institute of Image Information and Television Engineers,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/21100432483,,21867364
21100820602,Journal of Computational Design and Engineering,3.35,82,308,92,76,1.775,0.668,13,70,Society for Computational Design and Engineering,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/21100820602,22884300,22885048
21100823281,International Journal of Software Innovation,0.68,23,15,22,27,0.672,0.151,54,70,IGI Global Publishing,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/21100823281,21667160,21667179
21100826268,Computer Science,0.38,10,9,24,25,0.569,0.106,63,70,AGH University of Science and Technology,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/21100826268,15082806,23007036
21100843319,Archives of Design Research,0.19,7,9,48,17,0.031,0.125,65,70,Korean Society of Design Science,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/21100843319,12268046,22882987
21100856541,Visualization in Engineering,2.92,75,140,48,65,1.407,0.537,18,70,Springer Open,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/21100856541,,22137459
21100869486,Computational Visual Media,1.82,57,173,95,78,0.975,0.477,30,70,Tsinghua University Press,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/21100869486,20960433,20960662
21100889855,Advances in Computational Design,0.77,29,37,48,54,0.36,-,50,70,Techno-Press,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/21100889855,23838477,24660523
21100900151,Journal of Imaging,1.47,49,150,102,65,-,-,36,70,Multidisciplinary Digital Publishing Institute,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/21100900151,,2313433X
23607,Computerized Medical Imaging and Graphics,3.7,85,799,216,77,1.666,0.805,11,70,Elsevier Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/23607,8956111,
24621,Journal of Molecular Graphics and Modelling,1.92,65,1110,579,69,0.605,0.459,25,70,Elsevier Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/24621,10933263,
24972,ACM Transactions on Graphics,7.37,95,5408,734,93,3.015,2.272,4,70,Association for Computing Machinery (ACM),Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/24972,7300301,
24998,Computer Aided Geometric Design,1.67,53,318,190,56,1.186,0.736,33,70,Elsevier,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/24998,1678396,
25023,Computer Graphics Forum,2.94,76,2155,734,76,1.567,0.862,17,70,Wiley-Blackwell Publishing Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/25023,1677055,14678659
25028,Computers and Graphics,1.86,60,629,339,61,1.082,0.4,28,70,Elsevier Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/25028,978493,
25515,Graphical Models,1.28,43,96,75,56,0.715,0.303,40,70,Elsevier Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/25515,15240703,15240711
25518,IEEE Computer Graphics and Applications,1.88,62,443,236,56,1.021,0.289,26,70,IEEE Computer Society,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/25518,2721716,
25534,IEEE Transactions on Image Processing,9.63,99,13133,1364,91,3.838,1.809,1,70,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/25534,10577149,
25535,IEEE Transactions on Visualization and Computer Graphics,4.64,92,2890,623,81,2.407,0.957,6,70,IEEE Computer Society,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/25535,10772626,
25566,Zidonghua Xuebao/Acta Automatica Sinica,2.15,69,1252,583,64,1.273,0.377,22,70,Science Press,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/25566,2544156,
25574,Jisuanji Fuzhu Sheji Yu Tuxingxue Xuebao/Journal of Computer-Aided Design and Computer Graphics,0.53,17,433,817,34,0.43,0.161,58,70,Institute of Computing Technology,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/25574,10039775,
26076,"IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",0.45,12,521,1147,28,0.379,0.18,62,70,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/26076,9168508,
26131,Jisuanji Xuebao/Chinese Journal of Computers,1.22,40,662,541,52,0.885,0.222,42,70,Science Press,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/26131,2544164,
26138,Parallel Computing,1.72,55,333,194,62,1.043,0.328,32,70,Elsevier,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/26138,1678191,
26146,Visual Computer,1.74,56,692,398,64,1.119,0.375,31,70,Springer Verlag,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/26146,1782789,14322315
26324,Random Structures and Algorithms,1.23,42,233,190,58,1.306,1.468,41,70,John Wiley and Sons Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/26324,10429832,
27724,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,3.06,79,1590,519,74,1.65,0.476,15,70,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,,https://www.scopus.com/sourceid/27724,2780070,
4700151607,Computer-Aided Design and Applications,0.92,33,243,263,48,0.693,0.37,47,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/4700151607,16864360,
4700152485,Pattern Recognition and Image Analysis,0.93,35,263,284,42,0.704,0.211,46,70,Pleiades Publishing,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/4700152485,10546618,
4700152490,International journal of computer assisted radiology and surgery,2.34,72,1427,610,70,1.128,0.625,20,70,Springer Verlag,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/4700152490,18616410,18616429
4700152807,Foundations and Trends in Electronic Design Automation,1.4,47,14,10,70,0.783,0.169,37,70,Now Publishers Inc,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/4700152807,15513939,15513947
4900152809,Digital Textile,0.01,2,1,104,1,-,0.101,69,70,World Textile Publications Ltd,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/4900152809,17421128,
5400152714,IET Software,1.4,47,109,78,60,0.777,0.171,37,70,Institution of Engineering and Technology,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/5400152714,17518806,17518814
5800173379,Virtual and Physical Prototyping,7.61,96,685,90,76,2.571,2.144,3,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile1,Top 10%,https://www.scopus.com/sourceid/5800173379,17452759,17452767
5800208235,Spatial Cognition and Computation,2.29,70,94,41,73,1.72,0.469,21,70,Taylor and Francis Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile2,,https://www.scopus.com/sourceid/5800208235,13875868,
5900152897,Journal of Design Research,0.65,22,34,52,38,0.428,0.196,55,70,Inderscience Enterprises Ltd.,Journal,NO,1704,Computer Graphics and Computer-Aided Design,Quartile4,,https://www.scopus.com/sourceid/5900152897,17483050,15691551
62723,VLSI Design,0.74,25,20,27,44,1.238,0.113,53,70,Hindawi Publishing Corporation,Journal,YES,1704,Computer Graphics and Computer-Aided Design,Quartile3,,https://www.scopus.com/sourceid/62723,1065514X,15635171
100147332,"International Journal of Parallel, Emergent and Distributed Systems",0.63,21,82,131,30,0.464,0.177,214,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/100147332,17445760,17445779
110111,IEEE Intelligent Systems,4.35,85,900,207,76,2.137,0.941,41,272,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/110111,15411672,
11300153734,IEEE Systems Journal,5.11,90,2576,504,82,2.374,0.824,27,272,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/11300153734,19328184,
11700154336,Journal of Computer Science,0.69,25,173,251,34,0.635,0.162,202,272,Science Publications,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/11700154336,15493636,15526607
11700154352,Journal of the Institute of Telecommunications Professionals,0.02,0,2,87,2,0.025,0.103,271,272,Institute of Telecommunications Professionals,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/11700154352,17559278,
11800154542,"International Journal of Computers, Communications and Control",1.56,51,309,198,51,0.754,0.368,132,272,"CCC Publications, R & D Agora",Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/11800154542,18419836,
12000154321,International Journal of e-Collaboration,2.0,64,88,44,39,0.862,0.51,96,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/12000154321,15483673,15483681
12000154348,International Journal of Electronic Government Research,0.81,30,46,57,37,0.355,0.213,190,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/12000154348,15483886,15483894
12100155655,Journal of Location Based Services,1.33,45,56,42,55,0.819,0.25,149,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/12100155655,17489725,
12100156732,International Journal of Business Data Communications and Networking,0.97,37,33,34,38,0.32,0.131,169,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/12100156732,15480631,1548064X
12100157101,Journal of Interconnection Networks,0.27,6,13,48,19,0.182,0.165,252,272,World Scientific Publishing Co. Pte Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/12100157101,2192659,17936713
12264,Future Generation Computer Systems,6.3,94,4447,706,86,2.464,0.835,15,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/12264,0167739X,
12321,Information Systems Journal,6.17,93,555,90,83,2.332,2.319,17,272,Wiley-Blackwell Publishing Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/12321,13501917,13652575
12370,Journal of Computer and System Sciences,2.05,66,587,287,62,1.334,0.535,91,272,Academic Press Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/12370,220000,10902724
12373,Journal of Computer Information Systems,2.46,72,273,111,76,1.023,0.685,75,272,Taylor and Francis Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/12373,8874417,
12443,Real-Time Systems,2.1,67,153,73,66,1.698,0.431,89,272,Springer Netherlands,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/12443,9226443,15731383
12600154734,International Journal of Electronic Security and Digital Forensics,0.61,20,43,70,41,0.311,0.135,217,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/12600154734,1751911X,17519128
12961,Journal of Computer and Systems Sciences International,0.66,22,157,237,41,1.159,0.3,209,272,Pleiades Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/12961,10642307,
130090,Journal of Electronic Commerce in Organizations,0.42,12,25,60,23,0.276,0.147,238,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/130090,15392937,
13427,Bulletin of the Polish Academy of Sciences: Technical Sciences,1.67,55,470,281,66,1.293,0.375,121,272,Polish Academy of Sciences,Journal,YES,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/13427,2397528,23001917
13579,Data Mining and Knowledge Discovery,4.45,86,690,155,77,2.672,0.909,38,272,Springer Netherlands,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/13579,13845810,1573756X
13681,Computer Communications,3.63,82,2114,583,80,1.547,0.5,49,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/13681,1403664,
13683,Computer Communication Review,4.74,88,910,192,63,2.786,0.814,33,272,Association for Computing Machinery (ACM),Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/13683,1464833,
13799,Problems of Information Transmission,0.44,13,44,101,28,0.647,0.282,235,272,Pleiades Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/13799,329460,16083253
14300154706,Peer-to-Peer Networking and Applications,2.65,76,697,263,67,1.057,0.393,64,272,Springer New York,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/14300154706,19366442,19366450
14411,International Journal of Information Technology and Management,0.43,13,30,70,26,0.48,0.132,236,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/14411,14614111,17415179
144945,Networks and Spatial Economics,2.7,77,362,134,76,1.353,1.626,63,272,Kluwer Academic Publishers,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/144945,1566113X,
145056,International Journal of Distance Education Technologies,0.94,35,66,70,46,0.747,0.19,176,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/145056,15393100,
145326,International Journal of Information Security,2.13,67,224,105,71,1.601,0.325,88,272,Springer Verlag,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/145326,16155262,16155270
14879,Web Semantics,4.85,88,475,98,81,3.446,0.992,30,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/14879,15708268,
14965,World Wide Web,2.17,68,373,172,67,1.182,0.402,87,272,Springer New York,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/14965,1386145X,15731413
15012,Acta Informatica,1.79,58,131,73,58,1.705,0.505,113,272,Springer New York,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/15012,15903,14320525
15057,Electronic Commerce Research and Applications,4.8,88,773,161,84,1.879,1.072,32,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/15057,15674223,
15552,Microprocessors and Microsystems,1.44,48,646,448,58,0.897,0.264,141,272,Elsevier,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/15552,1419331,
15572,Information Systems Frontiers,4.42,85,1062,240,74,2.069,0.797,39,272,Springer Netherlands,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/15572,13873326,15729419
15574,Information Systems Research,6.33,95,956,151,90,1.958,3.476,14,272,INFORMS Institute for Operations Research and the Management Sciences,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/15574,10477047,15265536
15583,New Generation Computing,0.95,35,59,62,48,0.579,0.242,175,272,Springer Japan,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/15583,2883635,
15631,International Journal of Information Management,8.81,96,2556,290,87,3.225,1.711,9,272,Elsevier Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/15631,2684012,
15657,International Journal of Web Engineering and Technology,0.27,6,15,56,21,0.195,0.13,252,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/15657,14761289,17419212
15773,ACM Transactions on Internet Technology,3.33,80,320,96,76,1.771,0.538,53,272,Association for Computing Machinery (ACM),Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/15773,15335399,
16800154719,International Journal of Security and Networks,0.67,23,46,69,32,0.464,0.149,208,272,Inderscience Enterprises Ltd,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/16800154719,17478405,17478413
16875,IEEE Internet Computing,2.81,78,702,250,62,1.348,0.499,60,272,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/16875,10897801,
16947,International Journal of Web Services Research,0.85,32,47,55,45,0.606,0.165,184,272,IGI Publishing,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/16947,15457362,15465004
16965,Internet and Higher Education,9.41,97,950,101,93,4.693,3.307,6,272,Elsevier BV,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/16965,10967516,
17249,IEEE Communications Magazine,11.27,99,12467,1106,79,4.681,2.373,3,272,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile1,Top 10%,https://www.scopus.com/sourceid/17249,1636804,
17543,Wireless Communications and Mobile Computing,1.47,49,898,610,58,0.613,0.246,138,272,Hindawi Limited,Journal,YES,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/17543,15308669,15308677
17569,Wireless Networks,2.43,72,1409,580,67,1.129,0.403,76,272,Springer Netherlands,Journal,NO,1705,Computer Networks and Communications,Quartile2,,https://www.scopus.com/sourceid/17569,10220038,15728196
17604,Journal of Internet Technology,1.04,39,484,465,31,0.516,0.235,165,272,Taiwan Academic Network Management Committee,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/17604,16079264,
17700155805,KSII Transactions on Internet and Information Systems,0.85,32,809,952,44,0.46,0.19,184,272,Korea Society of Internet Information,Journal,NO,1705,Computer Networks and Communications,Quartile3,,https://www.scopus.com/sourceid/17700155805,19767277,
17700156776,International Journal of Information and Communication Technology,0.36,10,64,177,24,0.387,0.165,244,272,Inderscience Enterprises Ltd.,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/17700156776,14666642,17418070
17751,Beijing Youdian Xueyuan Xuebao/Journal of Beijing University of Posts And Telecommunications,0.27,6,132,485,19,0.243,0.138,252,272,Beijing University Press,Journal,NO,1705,Computer Networks and Communications,Quartile4,,https://www.scopus.com/sourceid/17751,10005145,
17900156735,Journal of Optical Communications and Networking,3.58,81,1736,485,80,1.469,0.711,52,272,Institute of Electrical and Electronics Engineers Inc.,Journal,NO,1705,Computer Networks and Communications,Quartile1,,https://www.scopus.com/sourceid/17900156735,19430620,
