Scopus Source ID,Subject Area,Index,Publisher,Percentile,Frequency,Open Access,Review Time
19700182406,General Computer Science,Scopus,Others,50,Quarterly,NO,10 weeks
19700182903,General Computer Science,Scopus,Others,33,Monthly,YES,18 weeks
19700183047,General Computer Science,Scopus,ACM,87,Quarterly,NO,10 weeks
19700185000,General Computer Science,Scopus,ACM,75,Quarterly,NO,10 weeks
19700186738,General Computer Science,Scopus,Others,53,Bi-monthly,NO,12 weeks
19700186817,General Computer Science,Scopus,ACM,26,Monthly,NO,18 weeks
19700186858,General Computer Science,Scopus,Others,17,Bi-monthly,NO,12 weeks
19700186873,General Computer Science,Scopus,Others,94,Bi-annually,NO,6 weeks
19700186890,General Computer Science,Scopus,Others,37,Monthly,YES,18 weeks
19700186903,General Computer Science,Scopus,Others,9,Bi-monthly,NO,12 weeks
19700188314,General Computer Science,Scopus,Others,11,Bi-annually,NO,6 weeks
19700188366,General Computer Science,Scopus,Others,37,Monthly,NO,18 weeks
19700201308,General Computer Science,Scopus,Others,23,Bi-annually,NO,6 weeks
19700201403,General Computer Science,Scopus,Others,63,Bi-monthly,NO,12 weeks
19700201422,General Computer Science,Scopus,Taylor and Francis,80,Bi-monthly,NO,12 weeks
19700201443,General Computer Science,Scopus,Taylor and Francis,78,Annually,YES,4 weeks
19700201455,General Computer Science,Scopus,Elsevier,72,Bi-monthly,NO,12 weeks
19700201511,General Computer Science,Scopus,Others,51,Quarterly,YES,10 weeks
19900191719,General Computer Science,Scopus,Others,76,Bi-annually,NO,6 weeks
19900191737,General Computer Science,Scopus,Others,68,Monthly,YES,18 weeks
19900191768,General Computer Science,Scopus,Others,46,Quarterly,NO,10 weeks
19900191878,General Computer Science,Scopus,Others,18,Bi-monthly,NO,12 weeks
19900192513,General Computer Science,Scopus,Elsevier,98,Bi-monthly,NO,12 weeks
19900193654,General Computer Science,Scopus,Others,4,Quarterly,NO,10 weeks
19900193674,General Computer Science,Scopus,Others,67,Monthly,NO,18 weeks
20400195003,General Computer Science,Scopus,Inderscience,30,Quarterly,NO,10 weeks
20400195011,General Computer Science,Scopus,Inderscience,8,Annually,NO,4 weeks
20500195215,General Computer Science,Scopus,Others,12,Annually,NO,4 weeks
20541,General Computer Science,Scopus,Elsevier,82,Monthly,NO,18 weeks
20569,General Computer Science,Scopus,Elsevier,39,Annually,YES,4 weeks
20571,General Computer Science,Scopus,Elsevier,59,Bi-monthly,NO,12 weeks
21100197345,General Computer Science,Scopus,Others,41,Bi-annually,NO,6 weeks
21100197510,General Computer Science,Scopus,Others,61,Annually,YES,4 weeks
21100197714,General Computer Science,Scopus,Others,16,Bi-annually,YES,6 weeks
21100198223,General Computer Science,Scopus,Inderscience,17,Monthly,NO,18 weeks
21100198230,General Computer Science,Scopus,Inderscience,47,Bi-annually,NO,6 weeks
21100199540,General Computer Science,Scopus,Others,26,Monthly,YES,18 weeks
21100199727,General Computer Science,Scopus,Others,41,Quarterly,YES,10 weeks
21100199780,General Computer Science,Scopus,Others,30,Bi-annually,NO,6 weeks
21100199790,General Computer Science,Scopus,Others,50,Bi-monthly,NO,12 weeks
21100199814,General Computer Science,Scopus,Others,40,Bi-monthly,YES,12 weeks
21100199856,General Computer Science,Scopus,Others,66,Monthly,YES,18 weeks
21100200426,General Computer Science,Scopus,Springer,73,Quarterly,NO,10 weeks
21100200802,General Computer Science,Scopus,Others,44,Monthly,NO,18 weeks
21100200804,General Computer Science,Scopus,ACM,89,Annually,NO,4 weeks
21100201512,General Computer Science,Scopus,Others,33,Annually,NO,4 weeks
21100201516,General Computer Science,Scopus,Others,58,Monthly,NO,18 weeks
21100203119,General Computer Science,Scopus,Inderscience,91,Monthly,NO,18 weeks
21100208036,General Computer Science,Scopus,Others,29,Monthly,YES,18 weeks
21100208072,General Computer Science,Scopus,Others,38,Bi-monthly,NO,12 weeks
21100211105,General Computer Science,Scopus,Others,19,Bi-monthly,YES,12 weeks
21100217007,General Computer Science,Scopus,Others,3,Bi-annually,YES,6 weeks
21100217640,General Computer Science,Scopus,ACM,70,Monthly,NO,18 weeks
21100223167,General Computer Science,Scopus,Others,23,Quarterly,NO,10 weeks
21100224419,General Computer Science,Scopus,Others,35,Monthly,YES,18 weeks
21100228019,General Computer Science,Scopus,Others,62,Bi-monthly,NO,12 weeks
21100228068,General Computer Science,Scopus,Others,96,Annually,NO,4 weeks
21100228550,General Computer Science,Scopus,Others,6,Quarterly,NO,10 weeks
21100236814,General Computer Science,Scopus,Others,12,Annually,NO,4 weeks
21100241217,General Computer Science,Scopus,Others,40,Bi-annually,NO,6 weeks
21100241779,General Computer Science,Scopus,Others,66,Annually,NO,4 weeks
21100242201,General Computer Science,Scopus,Others,35,Monthly,NO,18 weeks
21100242251,General Computer Science,Scopus,Inderscience,11,Bi-annually,NO,6 weeks
21100242605,General Computer Science,Scopus,Others,46,Monthly,NO,18 weeks
21100268428,General Computer Science,Scopus,Others,50,Bi-annually,YES,6 weeks
21100301444,General Computer Science,Scopus,Others,48,Monthly,NO,18 weeks
21100301602,General Computer Science,Scopus,Others,55,Monthly,YES,18 weeks
21100304858,General Computer Science,Scopus,Springer,79,Bi-annually,NO,6 weeks
21100358314,General Computer Science,Scopus,Springer,92,Quarterly,YES,10 weeks
21100373959,General Computer Science,Scopus,Others,71,Bi-monthly,NO,12 weeks
21100374601,General Computer Science,Scopus,IEEE,95,Monthly,YES,18 weeks
21100389724,General Computer Science,Scopus,Others,86,Bi-monthly,YES,12 weeks
21100463068,General Computer Science,Scopus,Others,53,Bi-monthly,YES,12 weeks
21100466404,General Computer Science,Scopus,Others,62,Quarterly,YES,10 weeks
21100466428,General Computer Science,Scopus,Others,8,Annually,NO,4 weeks
21100778750,General Computer Science,Scopus,Others,33,Bi-monthly,NO,12 weeks
21100780794,General Computer Science,Scopus,Elsevier,91,Monthly,YES,18 weeks
21100784666,General Computer Science,Scopus,ACM,58,Annually,NO,4 weeks
21100784750,General Computer Science,Scopus,Others,17,Bi-annually,NO,6 weeks
21100786316,General Computer Science,Scopus,Others,10,Monthly,NO,18 weeks
21100792082,General Computer Science,Scopus,Others,22,Monthly,YES,18 weeks
21100814051,General Computer Science,Scopus,Others,25,Quarterly,NO,10 weeks
21100819609,General Computer Science,Scopus,Others,14,Quarterly,NO,10 weeks
21100827423,General Computer Science,Scopus,Others,20,Quarterly,YES,10 weeks
21100829147,General Computer Science,Scopus,Others,18,Annually,NO,4 weeks
21100830173,General Computer Science,Scopus,Others,88,Bi-annually,YES,6 weeks
21100831436,General Computer Science,Scopus,Springer,25,Quarterly,NO,10 weeks
21100832567,General Computer Science,Scopus,ACM,73,Quarterly,NO,10 weeks
21100834310,General Computer Science,Scopus,Others,36,Quarterly,YES,10 weeks
21100837465,General Computer Science,Scopus,Others,2,Annually,YES,4 weeks
21100840337,General Computer Science,Scopus,Others,5,Bi-annually,YES,6 weeks
21100840458,General Computer Science,Scopus,Others,49,Monthly,YES,18 weeks
21100857172,General Computer Science,Scopus,Others,63,Quarterly,YES,10 weeks
21100869224,General Computer Science,Scopus,Others,34,Bi-annually,YES,6 weeks
21100871307,General Computer Science,Scopus,Others,31,Bi-annually,NO,6 weeks
21100889858,General Computer Science,Scopus,Others,78,Bi-annually,NO,6 weeks
21463,General Computer Science,Scopus,Others,84,Bi-monthly,YES,12 weeks
22382,General Computer Science,Scopus,Others,8,Annually,NO,4 weeks
22489,General Computer Science,Scopus,Elsevier,95,Bi-annually,NO,6 weeks
22933,General Computer Science,Scopus,Others,42,Monthly,YES,18 weeks
23038,General Computer Science,Scopus,ACM,99,Annually,NO,4 weeks
23051,General Computer Science,Scopus,ACM,66,Monthly,NO,18 weeks
23087,General Computer Science,Scopus,Springer,64,Quarterly,NO,10 weeks
23792,General Computer Science,Scopus,Others,60,Annually,NO,4 weeks
24304,General Computer Science,Scopus,Springer,84,Annually,NO,4 weeks
24355,General Computer Science,Scopus,Elsevier,92,Annually,NO,4 weeks
24783,General Computer Science,Scopus,Others,57,Annually,YES,4 weeks
25021,General Computer Science,Scopus,IEEE,7,Monthly,NO,18 weeks
25563,General Computer Science,Scopus,Elsevier,89,Bi-monthly,NO,12 weeks
25823,General Computer Science,Scopus,Others,75,Bi-annually,YES,6 weeks
26168,General Computer Science,Scopus,Elsevier,56,Bi-monthly,NO,12 weeks
28049,General Computer Science,Scopus,Springer,26,Bi-annually,NO,6 weeks
28347,General Computer Science,Scopus,Others,56,Bi-monthly,YES,12 weeks
28540,General Computer Science,Scopus,Others,83,Quarterly,NO,10 weeks
28887,General Computer Science,Scopus,Elsevier,32,Bi-monthly,NO,12 weeks
28898,General Computer Science,Scopus,Elsevier,93,Monthly,NO,18 weeks
32853,General Computer Science,Scopus,Others,44,Bi-annually,NO,6 weeks
4000151614,General Computer Science,Scopus,Springer,35,Bi-annually,YES,6 weeks
5300152203,General Computer Science,Scopus,Elsevier,55,Bi-monthly,YES,12 weeks
5800173377,General Computer Science,Scopus,ACM,90,Quarterly,NO,10 weeks
6400153142,General Computer Science,Scopus,Others,44,Quarterly,YES,10 weeks
7000153240,General Computer Science,Scopus,Others,76,Bi-monthly,YES,12 weeks
7600153103,General Computer Science,Scopus,Others,47,Annually,NO,4 weeks
78470,General Computer Science,Scopus,Others,32,Bi-annually,YES,6 weeks
8000153138,General Computer Science,Scopus,Elsevier,98,Bi-monthly,NO,12 weeks
13024,Computer Science (miscellaneous),Scopus,Others,19,Bi-annually,NO,6 weeks
144674,Computer Science (miscellaneous),Scopus,Others,6,Bi-annually,NO,6 weeks
145095,Computer Science (miscellaneous),Scopus,Springer,37,Monthly,NO,18 weeks
15591,Computer Science (miscellaneous),Scopus,Others,79,Annually,YES,4 weeks
17700155307,Computer Science (miscellaneous),Scopus,Others,14,Annually,NO,4 weeks
19700174668,Computer Science (miscellaneous),Scopus,Others,14,Bi-monthly,YES,12 weeks
19700187808,Computer Science (miscellaneous),Scopus,Others,39,Bi-annually,NO,6 weeks
21100201542,Computer Science (miscellaneous),Scopus,Others,75,Monthly,YES,18 weeks
21100223336,Computer Science (miscellaneous),Scopus,Others,41,Quarterly,NO,10 weeks
21100262198,Computer Science (miscellaneous),Scopus,Others,63,Quarterly,YES,10 weeks
21100262490,Computer Science (miscellaneous),Scopus,Others,83,Quarterly,NO,10 weeks
21100283367,Computer Science (miscellaneous),Scopus,Others,52,Monthly,YES,18 weeks
21100318403,Computer Science (miscellaneous),Scopus,Others,3,Annually,NO,4 weeks
21100338508,Computer Science (miscellaneous),Scopus,IEEE,91,Annually,NO,4 weeks
21100368801,Computer Science (miscellaneous),Scopus,IEEE,95,Bi-monthly,NO,12 weeks
21100394266,Computer Science (miscellaneous),Scopus,Inderscience,65,Quarterly,NO,10 weeks
21100400012,Computer Science (miscellaneous),Scopus,Others,25,Quarterly,NO,10 weeks
21100405702,Computer Science (miscellaneous),Scopus,Springer,67,Monthly,NO,18 weeks
21100448516,Computer Science (miscellaneous),Scopus,Others,47,Annually,YES,4 weeks
21100775395,Computer Science (miscellaneous),Scopus,Others,6,Bi-monthly,NO,12 weeks
21100818504,Computer Science (miscellaneous),Scopus,Others,45,Quarterly,YES,10 weeks
21100820054,Computer Science (miscellaneous),Scopus,Others,71,Monthly,NO,18 weeks
21100824892,Computer Science (miscellaneous),Scopus,Taylor and Francis,57,Monthly,NO,18 weeks
21100826268,Computer Science (miscellaneous),Scopus,Others,21,Quarterly,YES,10 weeks
21100826382,Computer Science (miscellaneous),Scopus,Others,69,Quarterly,NO,10 weeks
21100826383,Computer Science (miscellaneous),Scopus,Others,59,Bi-annually,NO,6 weeks
21100827946,Computer Science (miscellaneous),Scopus,Others,99,Bi-monthly,YES,12 weeks
21100831441,Computer Science (miscellaneous),Scopus,Others,27,Bi-monthly,YES,12 weeks
21100838145,Computer Science (miscellaneous),Scopus,Others,61,Bi-annually,YES,6 weeks
21100842538,Computer Science (miscellaneous),Scopus,Others,1,Quarterly,NO,10 weeks
21100853526,Computer Science (miscellaneous),Scopus,ACM,52,Bi-annually,NO,6 weeks
21100854726,Computer Science (miscellaneous),Scopus,Others,23,Annually,NO,4 weeks
21100855505,Computer Science (miscellaneous),Scopus,Others,77,Annually,YES,4 weeks
21100855995,Computer Science (miscellaneous),Scopus,Inderscience,10,Annually,NO,4 weeks
27930,Computer Science (miscellaneous),Scopus,Others,30,Bi-monthly,NO,12 weeks
28352,Computer Science (miscellaneous),Scopus,Elsevier,87,Monthly,NO,18 weeks
4500151509,Computer Science (miscellaneous),Scopus,Others,73,Annually,YES,4 weeks
4700152467,Computer Science (miscellaneous),Scopus,Others,10,Bi-annually,NO,6 weeks
4700152641,Computer Science (miscellaneous),Scopus,Others,33,Annually,NO,4 weeks
4700152646,Computer Science (miscellaneous),Scopus,Others,81,Bi-monthly,NO,12 weeks
4700152809,Computer Science (miscellaneous),Scopus,Others,49,Quarterly,YES,10 weeks
4800153205,Computer Science (miscellaneous),Scopus,ACM,85,Quarterly,NO,10 weeks
4900152403,Computer Science (miscellaneous),Scopus,Others,55,Annually,NO,4 weeks
4900152803,Computer Science (miscellaneous),Scopus,Springer,43,Bi-annually,NO,6 weeks
5100155071,Computer Science (miscellaneous),Scopus,Others,97,Annually,NO,4 weeks
110111,Artificial Intelligence,Scopus,IEEE,85,Bi-annually,NO,6 weeks
11300153726,Artificial Intelligence,Scopus,Others,27,Annually,NO,4 weeks
11700154336,Artificial Intelligence,Scopus,Others,18,Annually,YES,4 weeks
11700154734,Artificial Intelligence,Scopus,Springer,80,Bi-monthly,NO,12 weeks
12358,Artificial Intelligence,Scopus,Springer,72,Monthly,NO,18 weeks
12409,Artificial Intelligence,Scopus,Springer,66,Bi-monthly,NO,12 weeks
12795,Artificial Intelligence,Scopus,Others,38,Quarterly,NO,10 weeks
12872,Artificial Intelligence,Scopus,Others,81,Bi-monthly,NO,12 weeks
12874,Artificial Intelligence,Scopus,Others,67,Monthly,NO,18 weeks
12886,Artificial Intelligence,Scopus,Elsevier,53,Monthly,NO,18 weeks
12931,Artificial Intelligence,Scopus,Taylor and Francis,47,Monthly,NO,18 weeks
12962,Artificial Intelligence,Scopus,Others,31,Bi-annually,NO,6 weeks
12981,Artificial Intelligence,Scopus,Others,51,Quarterly,NO,10 weeks
130113,Artificial Intelligence,Scopus,Springer,38,Quarterly,NO,10 weeks
13017,Artificial Intelligence,Scopus,Elsevier,37,Quarterly,NO,10 weeks
13427,Artificial Intelligence,Scopus,Others,50,Bi-monthly,YES,12 weeks
13880,Artificial Intelligence,Scopus,Springer,63,Annually,NO,4 weeks
144653,Artificial Intelligence,Scopus,Springer,20,Bi-monthly,NO,12 weeks
144749,Artificial Intelligence,Scopus,Others,50,Annually,YES,4 weeks
144945,Artificial Intelligence,Scopus,Others,70,Bi-annually,NO,6 weeks
14500154734,Artificial Intelligence,Scopus,Springer,33,Bi-annually,NO,6 weeks
145264,Artificial Intelligence,Scopus,Others,2,Annually,NO,4 weeks
145544,Artificial Intelligence,Scopus,Others,47,Bi-annually,NO,6 weeks
15109,Artificial Intelligence,Scopus,Others,19,Monthly,NO,18 weeks
15134,Artificial Intelligence,Scopus,Elsevier,93,Bi-monthly,NO,12 weeks
15435,Artificial Intelligence,Scopus,Others,24,Annually,NO,4 weeks
15552,Artificial Intelligence,Scopus,Elsevier,41,Bi-monthly,NO,12 weeks
15703,Artificial Intelligence,Scopus,Springer,77,Bi-monthly,NO,12 weeks
18016,Artificial Intelligence,Scopus,Springer,82,Bi-monthly,NO,12 weeks
18050,Artificial Intelligence,Scopus,Others,95,Bi-annually,NO,6 weeks
18056,Artificial Intelligence,Scopus,Others,35,Monthly,NO,18 weeks
18197,Artificial Intelligence,Scopus,Others,88,Quarterly,NO,10 weeks
19270,Artificial Intelligence,Scopus,Others,23,Quarterly,NO,10 weeks
19294,Artificial Intelligence,Scopus,Springer,58,Bi-monthly,NO,12 weeks
19300156903,Artificial Intelligence,Scopus,Others,99,Quarterly,NO,10 weeks
19600166036,Artificial Intelligence,Scopus,Others,69,Bi-monthly,NO,12 weeks
19700166503,Artificial Intelligence,Scopus,Others,8,Annually,NO,4 weeks
19700175219,Artificial Intelligence,Scopus,Others,36,Quarterly,NO,10 weeks
19700177025,Artificial Intelligence,Scopus,IEEE,50,Quarterly,NO,10 weeks
19700177336,Artificial Intelligence,Scopus,Springer,78,Quarterly,NO,10 weeks
19700186872,Artificial Intelligence,Scopus,Others,29,Monthly,NO,18 weeks
19700190323,Artificial Intelligence,Scopus,ACM,86,Monthly,NO,18 weeks
19900191732,Artificial Intelligence,Scopus,Others,45,Annually,NO,4 weeks
19900191735,Artificial Intelligence,Scopus,Others,65,Bi-annually,NO,6 weeks
19900191975,Artificial Intelligence,Scopus,Others,15,Monthly,NO,18 weeks
19900193685,Artificial Intelligence,Scopus,Others,48,Bi-monthly,NO,12 weeks
20969,Artificial Intelligence,Scopus,Others,89,Quarterly,YES,10 weeks
21100199837,Artificial Intelligence,Scopus,Others,75,Monthly,YES,18 weeks
21100204931,Artificial Intelligence,Scopus,Others,2,Annually,NO,4 weeks
21100210905,Artificial Intelligence,Scopus,Others,37,Bi-annually,YES,6 weeks
21100211724,Artificial Intelligence,Scopus,Others,13,Bi-annually,NO,6 weeks
21100218522,Artificial Intelligence,Scopus,Elsevier,59,Annually,NO,4 weeks
21100235616,Artificial Intelligence,Scopus,IEEE,97,Monthly,NO,18 weeks
21100285028,Artificial Intelligence,Scopus,IEEE,86,Annually,NO,4 weeks
21100286449,Artificial Intelligence,Scopus,Others,1,Quarterly,NO,10 weeks
21100301601,Artificial Intelligence,Scopus,ACM,90,Annually,NO,4 weeks
21100325719,Artificial Intelligence,Scopus,Inderscience,23,Bi-annually,NO,6 weeks
21100327713,Artificial Intelligence,Scopus,Others,8,Bi-annually,YES,6 weeks
21100367773,Artificial Intelligence,Scopus,IEEE,90,Quarterly,NO,10 weeks
21100411629,Artificial Intelligence,Scopus,Others,18,Bi-annually,NO,6 weeks
21100440516,Artificial Intelligence,Scopus,Others,16,Bi-monthly,YES,12 weeks
21100454976,Artificial Intelligence,Scopus,Others,12,Quarterly,YES,10 weeks
21100464776,Artificial Intelligence,Scopus,Others,10,Annually,YES,4 weeks
21100466219,Artificial Intelligence,Scopus,Springer,57,Quarterly,NO,10 weeks
21100779064,Artificial Intelligence,Scopus,Others,96,Annually,NO,4 weeks
21100781972,Artificial Intelligence,Scopus,Springer,69,Bi-monthly,NO,12 weeks
21100784665,Artificial Intelligence,Scopus,IEEE,73,Quarterly,NO,10 weeks
21100788860,Artificial Intelligence,Scopus,Others,11,Monthly,NO,18 weeks
21100790723,Artificial Intelligence,Scopus,Others,15,Bi-monthly,NO,12 weeks
21100792090,Artificial Intelligence,Scopus,Others,88,Bi-monthly,YES,12 weeks
21100792109,Artificial Intelligence,Scopus,Elsevier,39,Monthly,YES,18 weeks
21100792504,Artificial Intelligence,Scopus,Others,3,Quarterly,NO,10 weeks
21100803572,Artificial Intelligence,Scopus,Taylor and Francis,53,Monthly,YES,18 weeks
21100810658,Artificial Intelligence,Scopus,Others,62,Bi-monthly,YES,12 weeks
21100818502,Artificial Intelligence,Scopus,Others,5,Bi-annually,YES,6 weeks
21100818722,Artificial Intelligence,Scopus,Others,34,Bi-monthly,YES,12 weeks
21100821307,Artificial Intelligence,Scopus,Others,45,Annually,YES,4 weeks
21100823281,Artificial Intelligence,Scopus,Others,17,Bi-monthly,NO,12 weeks
21100824892,Artificial Intelligence,Scopus,Taylor and Francis,46,Monthly,NO,18 weeks
21100826268,Artificial Intelligence,Scopus,Others,7,Bi-monthly,YES,12 weeks
21100826286,Artificial Intelligence,Scopus,Others,40,Annually,NO,4 weeks
21100826383,Artificial Intelligence,Scopus,Others,48,Quarterly,NO,10 weeks
21100828027,Artificial Intelligence,Scopus,Others,18,Monthly,NO,18 weeks
21100832761,Artificial Intelligence,Scopus,Others,43,Quarterly,NO,10 weeks
21100833833,Artificial Intelligence,Scopus,Others,46,Quarterly,YES,10 weeks
21100836194,Artificial Intelligence,Scopus,Others,68,Bi-annually,YES,6 weeks
21100840026,Artificial Intelligence,Scopus,Others,5,Bi-monthly,NO,12 weeks
21100853738,Artificial Intelligence,Scopus,Springer,32,Bi-annually,YES,6 weeks
21100853929,Artificial Intelligence,Scopus,Others,2,Quarterly,NO,10 weeks
21100863713,Artificial Intelligence,Scopus,Others,11,Quarterly,NO,10 weeks
21100864387,Artificial Intelligence,Scopus,Others,28,Quarterly,NO,10 weeks
21100868821,Artificial Intelligence,Scopus,Others,74,Quarterly,YES,10 weeks
21100869486,Artificial Intelligence,Scopus,Others,56,Quarterly,YES,10 weeks
21100873335,Artificial Intelligence,Scopus,Taylor and Francis,60,Quarterly,NO,10 weeks
21100886132,Artificial Intelligence,Scopus,Others,98,Annually,NO,4 weeks
21100890645,Artificial Intelligence,Scopus,Others,27,Bi-monthly,NO,12 weeks
21100893766,Artificial Intelligence,Scopus,Others,58,Monthly,NO,18 weeks
21100900379,Artificial Intelligence,Scopus,IEEE,86,Annually,NO,4 weeks
22478,Artificial Intelligence,Scopus,Others,80,Bi-annually,NO,6 weeks
23127,Artificial Intelligence,Scopus,ACM,78,Bi-monthly,NO,12 weeks
23616,Artificial Intelligence,Scopus,Springer,16,Bi-annually,NO,6 weeks
23617,Artificial Intelligence,Scopus,Others,30,Bi-annually,NO,6 weeks
23629,Artificial Intelligence,Scopus,Others,62,Annually,NO,4 weeks
23640,Artificial Intelligence,Scopus,Elsevier,91,Annually,NO,4 weeks
23670,Artificial Intelligence,Scopus,Springer,39,Quarterly,NO,10 weeks
23673,Artificial Intelligence,Scopus,Taylor and Francis,33,Monthly,NO,18 weeks
23674,Artificial Intelligence,Scopus,Springer,76,Quarterly,NO,10 weeks
23675,Artificial Intelligence,Scopus,Elsevier,83,Bi-monthly,NO,12 weeks
23678,Artificial Intelligence,Scopus,Others,36,Quarterly,NO,10 weeks
23737,Artificial Intelligence,Scopus,Others,61,Bi-monthly,NO,12 weeks
23917,Artificial Intelligence,Scopus,Others,58,Monthly,NO,18 weeks
24140,Artificial Intelligence,Scopus,Elsevier,85,Bi-monthly,NO,12 weeks
24141,Artificial Intelligence,Scopus,Springer,91,Monthly,NO,18 weeks
24142,Artificial Intelligence,Scopus,Others,40,Monthly,NO,18 weeks
24157,Artificial Intelligence,Scopus,Springer,65,Annually,NO,4 weeks
24173,Artificial Intelligence,Scopus,Taylor and Francis,32,Annually,NO,4 weeks
24175,Artificial Intelligence,Scopus,Springer,49,Bi-annually,NO,6 weeks
24182,Artificial Intelligence,Scopus,Elsevier,87,Bi-annually,NO,6 weeks
24185,Artificial Intelligence,Scopus,Others,62,Annually,NO,4 weeks
24201,Artificial Intelligence,Scopus,Elsevier,92,Bi-annually,NO,6 weeks
24207,Artificial Intelligence,Scopus,Springer,85,Annually,NO,4 weeks
24242,Artificial Intelligence,Scopus,IEEE,96,Quarterly,NO,10 weeks
24254,Artificial Intelligence,Scopus,IEEE,99,Monthly,NO,18 weeks
24258,Artificial Intelligence,Scopus,Others,5,Monthly,YES,18 weeks
24286,Artificial Intelligence,Scopus,Elsevier,68,Annually,NO,4 weeks
24305,Artificial Intelligence,Scopus,Others,92,Bi-annually,NO,6 weeks
24306,Artificial Intelligence,Scopus,Elsevier,71,Bi-annually,NO,6 weeks
24310,Artificial Intelligence,Scopus,Others,42,Bi-annually,NO,6 weeks
24326,Artificial Intelligence,Scopus,Others,44,Quarterly,NO,10 weeks
24330,Artificial Intelligence,Scopus,Others,73,Monthly,YES,18 weeks
24354,Artificial Intelligence,Scopus,Springer,66,Monthly,NO,18 weeks
